Start,End
9,10
14,17
25,27
31,32
48,54
60,61
69,71
89,90
94,97
104,105
109,111
116,117
126,127
130,131
136,142
146,147
151,154
157,158
171,179
192,193
195,196
198,200
203,205
210,211
220,221
225,226
229,230
236,237
246,248
263,264
274,275
279,281
292,296
