Start,End
5,7
24,26
37,39
48,49
53,55
56,58
69,71
73,74
78,79
83,84
87,88
92,93
103,109
115,117
120,122
125,128
130,132
135,136
137,139
141,142
147,149
155,162
169,175
182,184
186,187
193,197
199,210
213,215
217,218
219,220
223,224
228,229
236,238
242,246
251,256
262,265
268,273
280,282
290,298
302,303
310,314
317,318
319,323
325,338
342,343
347,349
358,300
303,306
