time,pitch,intensity
0.01,--undefined--,--undefined--
0.02,--undefined--,--undefined--
0.03,--undefined--,--undefined--
0.04,--undefined--,--undefined--
0.05,--undefined--,0.536650575442
0.06,--undefined--,0.526996496237
0.07,--undefined--,0.503268038419
0.08,--undefined--,0.54426974451
0.09,--undefined--,0.685436523999
0.1,--undefined--,0.806344070377
0.11,--undefined--,0.864374610494
0.12,0.289066429994,0.886289492241
0.13,0.298917021279,0.896146429094
0.14,0.308908370273,0.896617456617
0.15,0.312482519612,0.873792252667
0.16,0.30461383752,0.833315038294
0.17,0.299487935788,0.815663598216
0.18,0.303736730579,0.834306544271
0.19,0.304302583807,0.851031816559
0.2,0.304971289544,0.855884465193
0.21,0.30983485406,0.866083039292
0.22,0.3133950713,0.885574513255
0.23,0.311609241245,0.887960537297
0.24,0.308793147796,0.858705772459
0.25,0.307879417166,0.812280530145
0.26,0.305398722855,0.792523832038
0.27,0.297559764845,0.817108384505
0.28,0.295117598806,0.851860440527
0.29,0.294970437184,0.882426055818
0.3,0.295809976378,0.895028585307
0.31,0.295637223155,0.88146635727
0.32,0.294976881371,0.848374587245
0.33,0.293839813496,0.824141248948
0.34,0.291182191076,0.841369607675
0.35000000000000003,0.289548980301,0.880534424781
0.36,0.288828851231,0.898244994452
0.37,0.288138382068,0.888298690102
0.38,0.285950105349,0.870441517333
0.39,0.280733714662,0.861659947459
0.4,0.276643236459,0.853513258562
0.41000000000000003,0.275110766869,0.826974619558
0.42,0.278731414462,0.78682368985
0.43,0.280929809552,0.767889104927
0.44,0.273440153819,0.77872583862
0.45,0.269416407569,0.792861559091
0.46,0.269881648386,0.805039415133
0.47000000000000003,0.271920335314,0.814085199555
0.48,0.275052488915,0.816782001241
0.49,0.278099000843,0.815660531792
0.5,0.280863177171,0.817433424376
0.51,0.284821473441,0.825139412943
0.52,0.28916981924,0.838115866212
0.53,0.293558032543,0.853934881828
0.54,0.296052454981,0.868561142425
0.55,0.296552498455,0.879809409467
0.56,0.301723967071,0.888860525247
0.5700000000000001,0.311403067968,0.891292338739
0.58,0.307225882182,0.879094879287
0.59,0.30155391727,0.865534434413
0.6,0.302417397214,0.86478805648
0.61,0.305188860636,0.867869547816
0.62,0.307755724477,0.869671895417
0.63,0.308351984931,0.864887315126
0.64,0.310594590026,0.849149945911
0.65,0.311169073926,0.827245778296
0.66,0.310451363534,0.809062967715
0.67,0.307827487713,0.799682945435
0.68,0.303007930978,0.792689907714
0.6900000000000001,0.294871866572,0.78566868694
0.7000000000000001,0.286226228275,0.785752727594
0.71,0.282742530733,0.792855749892
0.72,0.277162633702,0.793020029143
0.73,0.261081626962,0.776329486016
0.74,0.239643088618,0.758607981197
0.75,0.222623499431,0.756859521022
0.76,0.202395838505,0.757717708615
0.77,0.178978715704,0.751299421055
0.78,0.179191813728,0.742586857672
0.79,--undefined--,0.737194784059
0.8,--undefined--,0.740346319084
0.81,--undefined--,0.752380338038
0.8200000000000001,0.226937701826,0.771256952991
0.8300000000000001,0.23897281577,0.790451086465
0.84,0.245505340636,0.796978348313
0.85,0.243989124096,0.780768365472
0.86,0.240603835115,0.744311458445
0.87,0.239227522626,0.713457103451
0.88,0.239779999723,0.708164616328
0.89,0.238170207943,0.714493482254
0.9,0.2353995686,0.72698243583
0.91,0.233584599092,0.745106228979
0.92,0.232086820443,0.766928713633
0.93,0.227050485048,0.798988970795
0.9400000000000001,0.219571148945,0.831616406095
0.9500000000000001,0.217186601075,0.846394987368
0.96,0.21769911818,0.835244114671
0.97,0.218568785662,0.798996942821
0.98,0.212102210723,0.752058280001
0.99,0.201413697684,0.714189274813
1,0.195278369244,0.682889381527
1.01,0.187143291851,0.638951624217
1.02,0.18779185262,0.58918561706
1.03,0.192924572189,0.557202393523
1.04,0.201115785202,0.553851847109
1.05,0.197375544511,0.608670855158
1.06,0.200084624025,0.722704347127
1.07,0.219002957199,0.82179659247
1.08,0.222653090505,0.880397666896
1.09,0.219973391796,0.905537973914
1.1,0.210850368486,0.903757260235
1.11,0.199669473606,0.879097308901
1.12,0.19675272508,0.830007499771
1.1300000000000001,0.201061275124,0.753457831725
1.1400000000000001,0.179787518231,0.669880078906
1.1500000000000001,0.132959199963,0.62300773015
1.16,0.139306103016,0.633376711753
1.17,0.173748716821,0.680386321728
1.18,0.190757834701,0.727538114724
1.19,0.199563968041,0.755380461231
1.2,0.203122227547,0.763937425233
1.21,0.204576084724,0.762870167269
1.22,0.207174292147,0.759008321389
1.23,0.210016033743,0.752801497181
1.24,0.213617196163,0.752074743203
1.25,0.216306681286,0.765558284547
1.26,0.212648926391,0.789072873702
1.27,0.211232499057,0.813718336993
1.28,0.210736282559,0.832706250955
1.29,0.209644683418,0.842660790867
1.3,0.206617444328,0.84288758876
1.31,0.200299572922,0.836965502688
1.32,0.191607294955,0.83240762264
1.33,0.180475968763,0.837079312561
1.34,0.170429562572,0.848327455243
1.35,0.162627483694,0.847608920254
1.36,0.151346791606,0.826693582509
1.37,0.140499565717,0.799492591105
1.3800000000000001,0.132972915883,0.777086787474
1.3900000000000001,0.124359457391,0.755359067301
1.4000000000000001,0.114370840847,0.738844872338
1.41,0.108704583612,0.72856957163
