start,end
8,9
14,15
23,25
27,29
31,32
44,45
53,55
57,60
62,63
68,69
74,82
84,87
93,94
103,104
110,111
113,115
117,119
121,126
134,135
137,139
150,163
166,168
170,173
175,176
178,179
187,188
191,192
194,196
197,198
199,200
215,220
221,222
223,224
229,230
231,233
238,247
256,261
264,265
271,272
276,277
279,281
282,288
