Start,End
0,4
6,8
13,16
23,26
31,36
48,56
60,62
64,65
67,73
75,76
78,87
89,92
99,100
102,104
112,116
118,130
135,142
154,163
166,170
172,174
184,186
193,195
199,210
214,218
225,228
236,237
248,251
255,258
267,269
273,275
284,292
