Start,End
5,8
10,12
20,21
47,48
57,62
65,66
68,72
82,83
95,96
103,104
110,111
115,116
127,131
144,145
154,155
157,158
166,168
173,174
177,181
186,187
199,200
203,204
207,208
212,213
225,230
235,236
241,242
246,247
274,285
288,289
293,294
301,312
319,321
