start,end
6,7
18,19
32,37
39,40
43,44
51,56
66,68
70,71
73,74
76,77
79,85
90,91
98,107
126,127
129,133
139,144
153,154
173,175
183,191
195,196
198,205
210,212
216,224
226,227
237,239
241,242
247,248
252,253
258,262
274,279
