start,end
2,5
19,20
23,24
29,32
36,37
39,41
57,58
64,66
77,79
81,83
94,100
105,107
122,124
126,128
137,138
151,152
155,156
161,163
168,169
201,203
227,228
231,237
242,244
257,258
267,268
271,272
283,275
287,288
291,292
