start,end
0.06,0.07
0.18,0.19
0.32,0.37
0.39,0.4
0.43,0.44
0.51,0.56
1.06,1.08
1.1,1.11
1.13,1.14
1.16,1.17
1.19,1.25
1.3,1.31
1.38,1.47
2.06,2.07
2.09,2.13
2.19,2.24
2.33,2.34
2.53,2.55
3.03,3.11
3.15,3.16
3.18,3.25
3.3,3.32
3.36,3.44
3.46,3.47
3.57,3.59
4.01,4.02
4.07,4.08
4.12,4.13
4.18,4.22
4.34,4.39
