151 5000 1 -52.4169 16.3729 279.923 -0.136778 0.0979173 -0.069294 -1.08324
152 5033.33 1 -58.5413 14.5674 280.196 -0.146072 0.111913 -0.0691898 -1.0454
153 5066.67 1 -64.3351 13.0733 279.762 -0.148606 0.125329 -0.0637869 -1.01241
154 5100 1 -69.4413 12.1007 278.33 -0.143808 0.136701 -0.0580171 -0.968436
155 5133.33 1 -73.3788 11.5776 276.384 -0.140482 0.139133 -0.0549312 -0.914576
156 5166.67 1 -76.9199 11.409 274.48 -0.126141 0.142707 -0.0538334 -0.881155
157 5200 1 -79.9448 11.4279 272.184 -0.105167 0.145906 -0.0591721 -0.884665
158 5233.33 1 -82.5336 11.9149 268.609 -0.0892956 0.152981 -0.0654206 -0.886068
159 5266.67 1 -84.1944 12.7271 262.915 -0.0935421 0.160665 -0.0744906 -0.926253
160 5300 1 -86.6259 13.1712 258.893 -0.107153 0.172365 -0.0772975 -0.937331
161 5333.33 1 -89.2269 12.9247 255.404 -0.117454 0.176388 -0.085862 -0.92659
162 5366.67 1 -92.9139 12.3136 254.589 -0.134894 0.167526 -0.0769263 -0.940237
163 5400 1 -95.9501 11.4439 252.853 -0.150362 0.190382 -0.0720399 -0.986143
164 5433.33 1 -100.208 11.0192 253.665 -0.173208 0.207603 -0.0501325 -0.992304
165 5466.67 1 -104.129 11.1656 254.275 -0.179081 0.216179 -0.036897 -1.00345
166 5500 1 -108.15 12.0182 256.952 -0.17363 0.220297 -0.0316647 -1.01667
167 5533.33 1 -112.239 13.5277 260.181 -0.127581 0.22837 -0.0321159 -1.07762
168 5566.67 1 -117.438 14.6734 266.017 -0.0713127 0.255617 -0.0200561 -1.08491
169 5600 1 -120.634 15.214 269.525 -0.0780535 0.270849 -0.00737381 -1.06035
170 5633.33 1 -121.898 15.7481 270.451 -0.0717097 0.27942 0.00435296 -1.04754
171 5666.67 1 -121.282 15.8666 269.77 -0.0672931 0.285935 0.00925091 -1.02032
172 5700 1 -119.944 15.7534 269.77 -0.0654634 0.285337 0.0126684 -1.01676
173 5733.33 1 -117.748 15.8333 269.953 -0.0696298 0.286553 0.0176713 -1.01135
174 5766.67 1 -114.935 16.665 271.333 -0.0815903 0.293599 0.0245185 -0.968083
175 5800 1 -111.421 16.6984 270.232 -0.087635 0.306458 0.0267049 -0.952011
176 5833.33 1 -107.659 16.4672 268.322 -0.0969057 0.320073 0.0251611 -0.928712
177 5866.67 1 -104.187 16.5269 267.932 -0.100225 0.33517 0.0177565 -0.923425
178 5900 1 -100.668 16.8154 268.752 -0.0983853 0.350935 0.0119216 -0.952984
179 5933.33 1 -96.3241 17.2831 269.768 -0.0980435 0.365874 0.00842167 -0.968966
180 5966.67 1 -93.6259 17.9719 275.992 -0.0987246 0.379175 0.0091397 -0.966857
181 6000 1 -90.3271 19.2528 282.128 -0.0978709 0.392425 0.0124184 -0.915245
182 6033.33 1 -85.1464 20.9136 285.475 -0.095785 0.399662 0.0149168 -0.871628
183 6066.67 1 -78.32 21.6137 287.245 -0.101432 0.409833 0.0173729 -0.825966
184 6100 1 -70.0284 21.5312 287.925 -0.115379 0.419157 0.0212584 -0.785139
185 6133.33 1 -60.5816 20.1224 287.192 -0.141065 0.428118 0.0269668 -0.744751
186 6166.67 1 -49.8379 18.3547 283.925 -0.151297 0.424947 0.0342856 -0.686949
187 6200 1 -38.7872 16.416 280.929 -0.156316 0.422158 0.0428882 -0.711671
188 6233.33 1 -28.0696 14.2991 279.472 -0.171821 0.418877 0.0539326 -0.708923
189 6266.67 1 -17.9168 12.6624 279.222 -0.185233 0.414893 0.0634512 -0.728343
190 6300 1 -8.48639 11.7939 280.113 -0.181156 0.417005 0.0674645 -0.770961
