start,end
0.09,0.1
0.15,0.16
0.26,0.28
0.42,0.45
0.52,0.53
0.58,1
1.04,1.05
1.14,1.15
1.21,1.22
1.26,1.27
1.58,1.59
2.05,2.06
2.22,2.24
2.3,2.32
2.34,2.35
2.43,2.44
2.46,2.47
2.51,2.54
2.58,2.59
3.05,3.08
3.1,3.11
3.15,3.18
3.23,3.25
3.33,3.34
3.38,3.39
3.54,3.55
3.57,3.58
4.02,4.03
4.05,4.1
4.12,4.13
4.15,4.17
4.23,4.24
4.26,4.27
4.3,4.31
4.33,4.41
