Time_s   Intensity_dB
100.925333   69.523107
100.936000   66.965672
100.946667   65.435870
100.957333   65.850610
100.968000   66.818716
100.978667   67.845272
100.989333   68.849211
101.000000   68.771133
101.010667   67.548869
101.021333   66.335247
101.032000   65.485345
101.042667   64.612782
101.053333   64.339765
101.064000   65.666088
101.074667   66.017234
101.085333   64.419243
101.096000   63.777720
101.106667   64.969217
101.117333   65.933733
101.128000   66.887990
101.138667   67.572172
101.149333   66.398090
101.160000   64.372519
101.170667   64.258211
101.181333   65.020727
101.192000   65.265492
101.202667   65.410192
101.213333   64.295516
101.224000   62.728576
101.234667   62.616435
101.245333   64.170184
101.256000   66.813902
101.266667   68.104796
101.277333   66.812477
101.288000   65.692712
101.298667   66.874478
101.309333   67.856299
101.320000   67.620012
101.330667   67.351692
101.341333   67.994776
101.352000   68.850475
101.362667   68.946067
101.373333   68.497952
101.384000   68.346679
101.394667   68.109807
101.405333   67.165185
101.416000   66.764802
101.426667   67.949649
101.437333   68.022649
101.448000   66.723323
101.458667   66.814039
101.469333   67.228413
101.480000   66.891834
101.490667   67.094369
101.501333   67.434413
101.512000   66.483817
101.522667   65.389000
101.533333   67.465760
101.544000   68.922524
101.554667   67.112362
101.565333   63.846690
101.576000   62.623926
101.586667   63.065862
101.597333   64.463999
101.608000   65.189912
101.618667   66.293625
101.629333   67.701727
101.640000   68.125968
101.650667   67.522666
101.661333   66.504453
101.672000   65.836102
101.682667   65.805735
101.693333   66.167821
101.704000   66.771565
101.714667   67.825024
101.725333   67.769240
101.736000   66.167548
101.746667   64.728938
101.757333   64.008949
101.768000   64.040269
101.778667   64.498215
101.789333   65.120281
101.800000   67.426757
101.810667   69.890761
101.821333   69.483490
101.832000   67.089207
101.842667   65.004434
101.853333   63.443465
101.864000   63.021667
101.874667   63.796697
101.885333   63.543921
101.896000   63.140681
101.906667   64.106913
101.917333   65.449167
101.928000   66.609679
101.938667   66.758776
101.949333   66.485246
101.960000   67.024955
101.970667   67.371325
101.981333   66.809485
101.992000   66.347361
102.002667   65.709376
102.013333   64.826682
102.024000   64.421640
102.034667   64.566191
102.045333   65.546021
102.056000   65.996485
102.066667   66.057977
102.077333   66.211498
102.088000   66.562439
102.098667   65.989938
102.109333   64.551755
102.120000   63.526221
102.130667   63.520950
102.141333   63.881579
102.152000   64.560531
102.162667   65.112826
102.173333   64.370619
