video,laughter_start,laughter_end,laughter_value,start_segment_s,end_segment_s,start_segment_frame,end_segment_frame,gaze_0_y,gaze_1_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,p_scale,p_rx,p_ry,p_rz,p_tx,p_ty,AU01_r,AU02_r,AU04_r,AU06_r,AU07_r,AU12_r,AU14_r,AU23_r,AU26_r,AU01_c,AU04_c,AU05_c,AU06_c,AU07_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU23_c,AU25_c,AU26_c,eyebrow_raise,frown
KevinNealon1,133,135,0,107,133,3211,3990,0.05945976,0.068864116,57.91652092,9.952753956,19.32889869,0.098628919,0.512261161,0.071540456,0.082731885,0.096291264,0.535849914,0.072497157,104.0036802,17.59574791,0.688645988,0.086290427,0.629225326,0.139136216,0.256874647,0.313786141,1.16684085,1.251310007,0.815186628,0.178205128,0.711538462,0.167948718,0.017948718,0.132051282,0.288461538,0.105128205,0.448717949,0.197435897,0.175641026,0.048717949,0.175641026,0.351282051,0.094923179,0.104487076
KevinNealon1,150,152,0,135,150,4051,4500,0.043818918,0.052337251,91.72682193,7.858111732,13.75928212,0.09846494,0.46729883,0.075519481,0.055612125,0.096226237,0.49054851,0.077348265,161.0441564,13.50377003,0.710687842,0.052060971,0.272627882,0.074954253,0.309298672,0.683081585,1.00964746,0.550539059,0.723950303,0.586666667,0.72,0.337777778,0.075555556,0.031111111,0.5,0.288888889,0.526666667,0.226666667,0.16,0.128888889,0.397777778,0.484444444,0.064853697,0.105570049
KevinNealon1,165,166,0,152,165,4561,4950,0.040950675,0.044912616,55.4606748,9.750040049,18.22607045,0.085889248,0.43700534,0.025340456,0.079897827,0.080141623,0.456294792,0.02679854,102.9290538,17.06644607,0.480668719,0.049783529,0.39356425,0.376343981,0.802484106,1.11184708,1.458355717,0.668535027,0.997234912,0.379487179,0.517948718,0.353846154,0.230769231,0.302564103,0.68974359,0.458974359,0.7,0.466666667,0.138461538,0.053846154,0.358974359,0.587179487,0.084202712,0.077739897
KevinNealon1,171,173,0,166,171,4981,5130,0.049189327,0.039039961,90.09751489,16.22010635,16.43130183,0.109047226,0.424876344,0.062726124,0.06761274,0.107933777,0.446604835,0.063567528,159.1078728,28.32111185,0.175440963,0.036717183,0.456862909,0.686356287,0.551596594,1.296418326,1.137924969,0.397384082,0.963211252,0.08,0.853333333,0.066666667,0.326666667,0.313333333,0.766666667,0.526666667,0.653333333,0.36,0.16,0.1,0.366666667,0.486666667,0.108044001,0.107507716
KevinNealon1,199,200,0,173,199,5191,5970,0.069034352,0.075072562,77.9117268,7.222761678,21.12275615,0.084058067,0.436396766,0.099296346,0.08830421,0.083622363,0.458135731,0.101679632,139.4301845,12.55687276,0.240810033,0.088519529,0.641800811,0.198830195,0.437064487,0.205138143,0.413093902,0.930517735,0.728899334,0.079487179,0.698717949,0.133333333,0.084615385,0.179487179,0.317948718,0.051282051,0.338461538,0.578205128,0.653846154,0.13974359,0.125641026,0.306410256,0.079935336,0.09599077
KevinNealon1,205,206,0,200,205,6001,6150,0.059497377,0.067279901,40.93026385,4.898092519,54.93907642,0.121526955,0.418085605,0.057025474,0.184996799,0.117183073,0.447924981,0.059065472,69.26499865,8.41812045,0.642909582,0.078330057,0.419504259,0.051878815,0.104295392,0.21316515,0.692593823,0.645880567,0.660313869,0.386666667,0.753333333,0.433333333,0,0.04,0.193333333,0,0.306666667,0.326666667,0.306666667,0.093333333,0.18,0.22,0.100511948,0.087414151
KevinNealon1,221,223,0,206,221,6181,6630,0.05416618,0.064032621,59.6829733,10.55973809,17.96842334,0.166778503,0.303703056,0.098863452,0.068728705,0.165965603,0.321210258,0.10274282,106.1342135,18.50418538,0.67592733,0.350517404,0.211987193,0.12765308,0.442747902,0.388498369,0.759766364,0.319859055,1.189437862,0.58,0.38,0.131111111,0.135555556,0.037777778,0.302222222,0.177777778,0.402222222,0.224444444,0.582222222,0.144444444,0.351111111,0.435555556,0.069462562,0.05014244
KevinNealon1,235,237,1,223,235,6691,7050,0.053150136,0.050285162,58.8092923,8.850356879,11.72125665,0.079925777,0.377754319,0.086969917,0.05881923,0.076926879,0.39785649,0.089925369,103.0733496,15.44550243,0.684056181,0.275656598,0.164908654,0.043229648,0.298603519,0.699848123,1.213080352,0.577228806,0.904059683,0.494444444,0.505555556,0.35,0.027777778,0,0.477777778,0.369444444,0.538888889,0.438888889,0.408333333,0.011111111,0.283333333,0.422222222,0.056567082,0.044207869
KevinNealon1,248,250,1,237,248,7111,7440,0.046404436,0.063385436,31.57038651,29.21830997,9.04659542,0.127370541,0.36817663,0.117902097,0.038567236,0.120325474,0.397081073,0.122392889,55.41848635,51.52340284,0.118021664,0.042400958,0.20543771,0.1712683,0.423959377,0.798895735,0.915735516,0.416322349,1.009412071,0.248484848,0.433333333,0.248484848,0.133333333,0.103030303,0.490909091,0.372727273,0.53030303,0.390909091,0.103030303,0.160606061,0.557575758,0.421212121,0.073310653,0.081377518
KevinNealon1,271,275,1,250,271,7501,8130,0.088706327,0.111762026,77.08828093,32.18660822,35.13879406,0.366610999,0.497659965,0.32955912,0.124000905,0.312771698,0.516139527,0.275762578,129.588745,47.20987174,0.36624359,0.123193289,0.834470596,0.418449774,0.715029833,0.436810921,0.843038671,0.972653018,0.702520589,0.158730159,0.773015873,0.112698413,0.306349206,0.404761905,0.573015873,0.096825397,0.341269841,0.307936508,0.374603175,0.173015873,0.253968254,0.304761905,0.128588335,0.107072165
KevinNealon1,282,385,1,275,282,8251,8460,0.067691725,0.081323374,29.922987,24.16514014,19.81255607,0.12862489,0.108045047,0.098059562,0.074748727,0.125231765,0.120545138,0.097989621,56.17643298,44.54338614,0,0,1.712549229,0.554475151,1.71027531,0.071658141,0.432619921,0.259710968,0.999500328,0,1,0.066666667,0.823809524,0.942857143,0.69047619,0,0.304761905,0.761904762,0.961904762,0.514285714,0.219047619,0.814285714,0.050321329,0.026151558
MaggieMayaStandUp,6,8,1,0,6,1,180,0.093893373,0.096627613,34.56872889,54.82754862,333.4657044,0.083817918,0.236039677,0.044794813,0.30729135,0.08322008,0.243351873,0.045332118,219.4864313,75.15538779,0.5563241,0.053312587,0.207255394,0.268734969,0.374023255,0.277296599,0.78303859,0.792447827,0.479074454,0.238888889,0.461111111,0.294444444,0.377777778,0.866666667,0.633333333,0.161111111,0.638888889,0.222222222,0.233333333,0.027777778,0.172222222,0.266666667,0.168696686,0.167392282
MaggieMayaStandUp,11,16,1,8,11,241,330,0.011203224,0.025643667,20.34147016,11.64986472,14.839107,0.118278374,0.065625176,0.058927545,0.014937624,0.116225525,0.064467714,0.058882164,18.35128947,11.24373239,1.216905944,0.05546363,0.373840047,0.720005951,0.986039218,0.607238142,0.736107799,1.467219154,0.142798142,0.311111111,1,0.355555556,0.655555556,1,0.877777778,0.255555556,0.5,0.455555556,0.388888889,0,0.166666667,0,0.053689316,0.008675866
MaggieMayaStandUp,26,29,1,16,26,481,780,0.021782484,0.036563563,48.45122803,30.62894308,70.25927442,0.131069472,0.256494366,0.129059719,0.057316962,0.132013252,0.265024499,0.130265005,45.79705805,17.55445306,1.651737313,0.405404915,0.115628061,0.312124059,0.353095034,0.651999065,0.611944355,0.701696959,0.586905414,0.656666667,0.36,0.256666667,0.353333333,0.536666667,0.84,0.343333333,0.47,0.353333333,0.426666667,0.046666667,0.27,0.17,0.100169455,0.035563625
MaggieMayaStandUp,35,36,1,29,35,871,1050,0.034162157,0.035792841,51.27013685,55.91422987,211.8174339,0.303614563,0.119088594,0.224333886,0.154162039,0.299185036,0.117204588,0.22681552,40.46008584,26.31239609,1.736532789,0.036636172,0.134727162,0.242285923,0.31303476,0.797197006,0.569372774,1.035067451,0.289929149,0.466666667,0.672222222,0.366666667,0.238888889,0.155555556,0.85,0.216666667,0.155555556,0.361111111,0.333333333,0.044444444,0.288888889,0.005555556,0.102890409,0.067266275
MaggieMayaStandUp,39,42,1,36,39,1081,1170,0.023501316,0.021194555,7.777684001,21.75162083,16.171332,0.194529762,0.039324254,0.101404082,0.018400671,0.193776922,0.038120229,0.104296534,7.281777249,20.73128848,1.753784244,0.026616031,0.347041799,0.635833798,0.998507583,0.897593833,0.562573733,1.175730812,0.386825098,0.822222222,0.7,0.244444444,0.522222222,0.677777778,1,0.311111111,0.633333333,0.633333333,0.444444444,0.277777778,0,0.066666667,0.066637679,0.009125007
MaggieMayaStandUp,44,54,1,42,44,1261,1320,0.032209046,0.031914712,13.49716844,12.91966264,48.51197419,0.119325776,0.274392241,0.059006589,0.05791818,0.115419401,0.284833242,0.059567545,13.20978839,10.20891813,2.252090667,1.869578985,0.013853924,0.143041695,0.041251018,0.446142274,0.660099896,0.214829413,0.60121565,0.933333333,0.133333333,0.583333333,0.15,0.116666667,0.233333333,0.233333333,0.55,0,0,0,0.533333333,0.5,0.065316984,0.023771169
MaggieMayaStandUp,59,66,1,54,59,1621,1770,0.033031094,0.034763678,36.6848045,9.006409146,15.15311228,0.084686998,0.159314064,0.074597827,0.017886281,0.083245619,0.161378367,0.075798339,34.81221126,8.87400695,1.016674056,0.107592501,0.226230909,0.392067482,0.491406863,0.593841267,0.957930743,0.689896125,0.344634634,0.473333333,0.586666667,0.313333333,0.4,0.753333333,0.74,0.413333333,0.746666667,0.493333333,0.213333333,0.086666667,0.2,0.14,0.056454512,0.024652134
MaggieMayaStandUp,77,81,2,66,77,1981,2310,0.022278203,0.037936908,34.31650788,15.42863118,23.76157977,0.141075207,0.210768316,0.088468045,0.028394638,0.141037306,0.219608091,0.089832421,32.97937011,13.67338128,1.283527201,0.372825628,0.097246938,0.395445317,0.742068347,0.707960691,0.689381747,0.517351772,0.478532773,0.487878788,0.348484848,0.096969697,0.36969697,0.490909091,0.854545455,0.193939394,0.463636364,0.496969697,0.26969697,0.012121212,0.327272727,0.151515152,0.093052817,0.026739146
MaggieMayaStandUp,94,97,2,81,94,2431,2820,0.034221744,0.049317026,45.85249512,13.96439134,14.82377293,0.132653201,0.215015484,0.054377915,0.016427998,0.13155692,0.2298947,0.054329226,42.9152867,12.88282334,0.164344513,0.056477017,0.056109541,0.087838219,0.257638268,0.218089796,0.736905788,0.268853787,0.758671203,0.020512821,0.025641026,0.476923077,0.253846154,0.471794872,0.312820513,0.053846154,0.528205128,0.141025641,0.174358974,0.194871795,0.282051282,0.584615385,0.048922094,0.027654501
MaggieMayaStandUp,104,105,2,97,104,2911,3120,0.025450338,0.031906369,13.22423864,16.78248901,20.93959218,0.142272399,0.068919918,0.087749915,0.023983382,0.141184868,0.068323904,0.088753694,12.13388358,14.4358383,0.865691775,0.70208184,0.023629637,0.062182462,0.09657338,0.403849276,0.625254636,0.238803068,0.508547076,0.314285714,0,0.257142857,0.180952381,0.104761905,0.480952381,0.157142857,0.442857143,0.114285714,0.185714286,0,0.528571429,0.323809524,0.081196191,0.010361263
MaggieMayaStandUp,112,116,2,105,112,3151,3360,0.028333762,0.03825301,33.49536538,8.050765478,24.68334133,0.107019436,0.312523574,0.198248929,0.028855985,0.108602767,0.332051076,0.197088467,32.26167924,8.679768031,0.921068903,0.811275867,0.04213403,0.03455047,0.260709158,0.398764419,0.526167699,0.075028716,0.789592736,0.433333333,0.028571429,0.623809524,0.104761905,0.257142857,0.50952381,0.185714286,0.423809524,0.057142857,0,0.20952381,0.495238095,0.623809524,0.089050997,0.037160392
MaggieMayaStandUp,119,122,2,116,119,3481,3570,0.020133296,0.022237693,9.361827189,6.499306131,16.03208287,0.055094738,0.066677242,0.088595443,0.018288438,0.056204424,0.066912259,0.089939247,9.042435404,5.195534754,0.285329582,0.0037021,0.016113085,0.324595743,0.574244032,0.778562639,0.677402607,0.18602621,0.551794706,0.155555556,0.7,0.1,0.566666667,0.844444444,0.955555556,0.488888889,0.577777778,0.566666667,0.477777778,0,0.422222222,0.355555556,0.046449889,0.011323553
MaggieMayaStandUp,143,147,2,122,143,3661,4290,0.033466737,0.042386737,52.57411854,13.51611538,21.73385311,0.112713719,0.159786644,0.082149363,0.024430347,0.112922768,0.165202097,0.08159425,50.06634233,11.96692852,0.582416073,0.242268714,0.119139251,0.119817238,0.330010554,0.376523769,0.617620967,0.285402814,0.594939606,0.247619048,0.453968254,0.204761905,0.212698413,0.33015873,0.712698413,0.119047619,0.296825397,0.366666667,0.312698413,0.046031746,0.307936508,0.350793651,0.084969957,0.018641539
MaggieMayaStandUp,149,153,2,147,149,4411,4470,0.036986492,0.025127854,13.78542176,21.45077443,17.03308621,0.136642807,0.04749874,0.060224482,0.018750209,0.136123533,0.050190942,0.061301024,12.79178484,20.50105054,1.76023553,1.700608383,0,0.633333253,0.598154796,1.333069228,0.542292243,0.050083432,0.382801902,0.816666667,0,0.266666667,0.6,0.4,0.866666667,0.766666667,0.483333333,0.383333333,0.133333333,0,0.7,0.35,0.078631635,0.011212594
MaggieMayaStandUp,156,160,2,153,156,4591,4680,0.03109748,0.037310733,17.01419173,12.30342151,17.57608118,0.098736699,0.06032675,0.071876472,0.019200091,0.0962826,0.063832128,0.07282198,15.2027818,11.17019444,0.516364678,0.350391153,0.038479366,0.108794118,0.384276857,0.357215214,0.597116044,0.227547081,0.912743628,0.344444444,0.155555556,0.111111111,0.2,0.377777778,0.455555556,0.088888889,0.388888889,0.244444444,0.166666667,0,0.555555556,0.511111111,0.091204861,0.007311238
MaggieMayaStandUp,174,185,2,160,174,4801,5220,0.042002111,0.045261248,29.68973449,16.76253915,21.17584928,0.13968998,0.190783289,0.109118725,0.023736346,0.136493131,0.20107141,0.109560798,28.08490833,14.28276053,0.204044924,0.065926193,0.10880577,0.067452263,0.118015608,0.1252939,0.732418999,0.348987698,0.838671977,0.061904762,0.366666667,0.121428571,0.145238095,0.328571429,0.35,0.054761905,0.378571429,0.273809524,0.264285714,0.064285714,0.35,0.533333333,0.06321359,0.021742707
MaggieMayaStandUp,188,190,2,185,188,5551,5640,0.026451091,0.024856783,25.36248873,7.16319084,15.41988727,0.057377649,0.080187145,0.064373428,0.016014684,0.05250323,0.085950323,0.063727673,24.13521302,6.175453815,0.073784287,0,0,0.978778126,0.938518022,1.382698867,0.568469619,0.03230789,0.406887041,0,0.211111111,0.144444444,0.955555556,1,0.833333333,0.844444444,0.744444444,0.1,0.022222222,0,0.933333333,0.277777778,0.026947746,0.008006112
MaggieMayaStandUp,203,207,2,190,203,5701,6090,0.030997597,0.046806428,40.93118548,14.18791862,19.77206408,0.122997193,0.184794313,0.070067439,0.021520431,0.121370876,0.196755104,0.069064853,38.45528226,13.64708639,0.038251301,0.031578522,0.154219275,0.554897317,0.996571428,0.506190352,0.969753192,0.124394605,0.810653249,0,0.2,0.074358974,0.746153846,0.923076923,0.546153846,0.258974359,0.764102564,0.151282051,0.051282051,0.038461538,0.612820513,0.664102564,0.048783245,0.031924539
MaggieMayaStandUp,213,225,2,207,213,6211,6390,0.025515073,0.037993748,67.30663268,18.6358387,18.54387945,0.122493225,0.101903734,0.088855972,0.019039135,0.117807161,0.107459637,0.085088957,63.002229,15.80031834,0.138862696,0,0.02042052,0.463475827,0.719034377,0.733975348,0.842310318,0.233801698,0.675948768,0.044444444,0.077777778,0.183333333,0.966666667,1,0.638888889,0.533333333,0.705555556,0.238888889,0.038888889,0.061111111,0.755555556,0.544444444,0.061551576,0.015899535
MaggieMayaStandUp,230,232,2,225,230,6751,6900,0.034669366,0.05290186,14.58547803,6.067665772,10.34439836,0.062033734,0.055051683,0.035022869,0.011467191,0.060665299,0.059120337,0.035306145,13.83752669,5.664564688,0.006269436,0.008349695,0.066023863,0.785424097,0.335898209,0.834923698,1.189287373,0.655188813,0.370266203,0,0.24,0.246666667,0.866666667,0.633333333,0.733333333,0.546666667,0.9,0.286666667,0.086666667,0,0.46,0.226666667,0.030543753,0.010556984
MaggieMayaStandUp,235,236,2,232,235,6961,7050,0.035310104,0.045274689,22.69631741,11.36735604,20.45871997,0.042521928,0.251126377,0.070643539,0.023243023,0.041626101,0.263750044,0.072655272,21.81283046,9.85098302,0.491035169,0.038856886,0.047668754,0.214324598,0.3194221,0.422456658,0.79786468,0.444807672,0.835531666,0.266666667,0.611111111,0.2,0.333333333,0.944444444,0.622222222,0.266666667,0.644444444,0.211111111,0.188888889,0.222222222,0.433333333,0.555555556,0.047153962,0.025054502
MaggieMayaStandUp,241,242,2,236,241,7081,7230,0.02198648,0.031734946,30.14866875,12.55986593,15.22024297,0.10895008,0.083806037,0.129214763,0.017190062,0.106957855,0.086373594,0.12851418,29.15522842,11.89371585,1.930872993,1.369774783,0.015713227,0.077968282,0.301174809,0.475000855,0.455109788,0.28992744,0.494290344,0.96,0.346666667,0.2,0.086666667,0.253333333,0.546666667,0.12,0.133333333,0.146666667,0.126666667,0,0.226666667,0.24,0.102978895,0.010287819
MaggieMayaStandUp,255,256,2,242,255,7261,7650,0.027211082,0.043607498,30.43682188,17.19739439,22.29770298,0.139284291,0.24274471,0.08672847,0.02694914,0.136148317,0.257181417,0.086735463,29.73571681,14.42996865,0.631353843,0.31400904,0.017379363,0.331383203,0.372728201,0.552893121,0.744904364,0.162847829,0.573215434,0.287179487,0.120512821,0.335897436,0.328205128,0.392307692,0.443589744,0.225641026,0.628205128,0.033333333,0.11025641,0.094871795,0.558974359,0.551282051,0.062676163,0.037669344
MaggieMayaStandUp,263,266,2,256,263,7681,7890,0.035052959,0.051670016,27.65773377,15.66162831,16.56675845,0.164033534,0.133670456,0.044382306,0.016861563,0.159883545,0.144475432,0.043306767,25.80956468,15.03163127,0.644831809,0.778603618,0.107892048,0.271725469,0.268700735,0.472353439,0.648798478,0.060891697,0.583054592,0.376190476,0.00952381,0.133333333,0.6,0.561904762,0.428571429,0.328571429,0.657142857,0.157142857,0,0.180952381,0.719047619,0.804761905,0.115354821,0.037126339
MaggieMayaStandUp,275,286,2,266,275,7981,8250,0.032147335,0.05353048,40.56381145,17.87661651,17.6394742,0.16893351,0.221227825,0.057484764,0.021023358,0.164950404,0.236268743,0.05872445,38.57727411,16.06247977,0.891633294,0.396796351,0.048959214,0.385538169,0.437744882,0.738781783,0.415875573,0.008892358,0.239424291,0.340740741,0.025925926,0.288888889,0.662962963,0.592592593,0.344444444,0.514814815,0.677777778,0,0.014814815,0.288888889,0.703703704,0.396296296,0.073010445,0.043426301
MaggieMayaStandUp,290,291,2,286,290,8581,8700,0.05010356,0.038334754,15.92665793,20.42631572,19.48879565,0.278888325,0.092914927,0.106590775,0.021306516,0.276405031,0.09792933,0.109790086,15.53423223,19.01434888,0.668481738,0.001486075,0.046483583,1.098289342,1.290428142,1.246612108,0.765540447,0.143374956,0.337632257,0.15,0,0.291666667,0.866666667,1,0.933333333,0.666666667,0.691666667,0.183333333,0.391666667,0.141666667,0.8,0.366666667,0.04953882,0.014064089
MaggieMayaStandUp,296,297,2,291,296,8731,8880,0.027080399,0.039169247,34.80123341,14.44061423,14.0304598,0.103309441,0.151588027,0.169020415,0.015332203,0.10203439,0.167531389,0.168123611,33.05488756,13.73707708,0.978676983,0.610961465,0.005348068,0.168541538,0.146127592,0.826340004,0.654986003,0.081214131,0.606348853,0.806666667,0,0.326666667,0.626666667,0.38,0.54,0.526666667,0.813333333,0,0.006666667,0.08,0.853333333,0.68,0.044732303,0.024376061
MarinaFranklin,6,7,1,0,6,1,180,0.109614024,0.111023353,35.45632745,55.16798741,310.709696,0.093197316,0.347578784,0.087363852,0.333734106,0.093714525,0.366740701,0.088069661,224.1184298,70.33476683,1.532920794,0.314278371,0.439132407,0.177753529,0.078273847,0.141573195,0.127313566,0.10585445,0.394400495,0.783333333,0.261111111,0.705555556,0.027777778,0,0.205555556,0,0.055555556,0.35,0.205555556,0.555555556,0.383333333,0.205555556,0.2780835,0.29145869
MarinaFranklin,9,11,1,7,9,211,270,0.022658678,0.01907542,7.7213584,5.119637113,9.13561006,0.071782318,0.102069099,0.080940157,0.009779952,0.068808314,0.110446748,0.081289829,7.192576023,3.972440788,0.21504645,0.121845157,0,0.420704677,0.827402495,0.730700708,0.45364838,0.060147642,1.369192817,0.133333333,0,1,0.633333333,0.85,0.833333333,0.733333333,0.75,0.266666667,0.05,0.9,0.95,0.566666667,0.052650858,0.022184381
MarinaFranklin,14,16,1,11,14,331,420,0.036584118,0.036023143,33.20233184,8.058147237,14.07022564,0.078264442,0.433855973,0.066175331,0.015207671,0.075410327,0.458614118,0.067202682,31.42713088,7.861214953,1.480154822,0.037716471,0.143892205,0.198828385,0.278217914,0.460309804,0.227748734,0.063975833,0.528837753,0.922222222,0.2,0.955555556,0.155555556,0.077777778,0.544444444,0.166666667,0.233333333,0.455555556,0.333333333,0.522222222,0.5,0.366666667,0.051831348,0.17290237
MarinaFranklin,23,33,1,16,23,481,690,0.023568392,0.025376638,40.51640294,9.92918095,20.39685708,0.068576209,0.540058113,0.056167836,0.021212336,0.066002374,0.562657395,0.057091233,38.26652633,8.187826838,1.324451262,0.034269797,0.463441064,0.096103957,0.303463828,0.094795135,0.185821846,0.096492857,0.23168331,0.89047619,0.723809524,0.633333333,0,0.142857143,0.357142857,0,0.023809524,0.438095238,0.552380952,0.119047619,0.19047619,0.033333333,0.050812432,0.206964229
MarinaFranklin,35,36,1,33,35,991,1050,0.02053008,0.017818545,5.63584801,7.624770571,32.97074955,0.1126026,0.097807461,0.066643595,0.039251506,0.113331659,0.098502981,0.069169951,7.053896845,6.55038369,0.703355283,0.02161104,0.08956027,0.360155205,0.082252467,0.36178091,0.271198482,0.582316477,0.32213074,0.366666667,0.283333333,1,0.133333333,0.283333333,1,0.366666667,0.65,1,0,0.733333333,0,0.116666667,0.078815976,0.061306603
MarinaFranklin,42,43,1,36,42,1081,1260,0.020952421,0.034695571,28.52057657,17.89967094,31.48606665,0.18452892,0.47869208,0.103017927,0.031198253,0.186353944,0.499386444,0.105351067,25.59175035,11.91555393,0.789567463,0.470020652,0.347099897,0.205567776,0.239854229,0.274403888,0.24782496,0.16775601,0.321087926,0.338888889,0.366666667,0.777777778,0,0.116666667,0.416666667,0.061111111,0.222222222,0.477777778,0.594444444,0.238888889,0.211111111,0.116666667,0.078145195,0.229393408
MarinaFranklin,44,50,1,43,44,1291,1320,0.041813906,0.081808173,7.220243149,3.380334391,7.009425644,0.067485169,0.111541722,0.099268133,0.006703994,0.063960497,0.118345206,0.099646617,6.466234125,3.105820033,0.012580107,0.013115683,0.01576005,0.021314123,1.428354,0.661062967,1.384432233,1.1927073,0.755233149,0,0,0.666666667,0,1,0.1,0.233333333,1,0.933333333,1,0.266666667,0.066666667,0.1,0.060579,0.058158887
MarinaFranklin,52,53,1,50,52,1501,1560,0.031616996,0.042255947,24.76657829,5.28482418,8.863075024,0.060475247,0.306632573,0.06094944,0.010098183,0.060053543,0.327628649,0.060942147,22.90503835,5.230004409,0.283445322,0.027201764,0,0.004570175,0.494436898,0.000394222,0.010339233,0.08896884,0.334634982,0,0,0.483333333,0,0.233333333,0.316666667,0,0,0,0.45,0.216666667,0.633333333,0.3,0.066214347,0.070997111
MarinaFranklin,62,66,1,53,62,1591,1860,0.029769972,0.029267578,23.90846543,13.65941872,15.47520404,0.139617266,0.343533892,0.17913037,0.016772321,0.13774944,0.363309391,0.179706184,22.28436589,12.39252135,0.294393636,0.307304878,0.119336682,0.024329176,0.180271705,0.085061682,0.341268765,0.282043859,0.67344049,0.17037037,0.118518519,0.911111111,0,0.103703704,0.262962963,0,0.374074074,0.340740741,0.492592593,0.207407407,0.181481481,0.337037037,0.061048172,0.137107664
MarinaFranklin,68,69,1,66,68,1981,2040,0.02063237,0.019543553,6.335564514,5.980202812,13.10327982,0.056693663,0.058348413,0.060279728,0.012951169,0.054804687,0.062384114,0.060115506,5.806935446,4.413661297,0,0.003115755,0.003233175,0.508674574,1.317564133,0.839497277,1.2937631,0.048801498,1.283336767,0,0,0.8,0.666666667,1,0.716666667,0.566666667,1,0.283333333,0.65,0.716666667,0.85,0.466666667,0.020193118,0.011678136
MarinaFranklin,71,72,1,69,71,2071,2130,0.025969286,0.019296029,27.93089564,11.60054736,12.79398724,0.175692137,0.301057329,0.128859323,0.013833949,0.175743979,0.309485036,0.131387027,25.84734384,10.3516396,0.026002267,0,1.829305073,0.734018982,0.505619637,0.446214957,0.657498197,0.10603919,0.763349555,0,0.733333333,0.45,0.3,0.433333333,1,0.266666667,0.5,0.833333333,0.283333333,0.433333333,0.3,0.266666667,0.051626525,0.196095584
MarinaFranklin,73,75,1,72,73,2161,2190,0.006477439,0.00525787,1.442305092,0.862774008,3.189744926,0.005202618,0.007375672,0.005624354,0.003428185,0.004853852,0.00726236,0.005627458,1.311433008,0.550907783,0.2018527,0,2.238438333,0.5221308,0,0.266451567,0.4745242,0.32164196,0.049964043,0,1,1,0,0,1,0,0,1,0,0,0,0,0.00763759,0.012214712
MarinaFranklin,76,78,1,75,76,2251,2280,0.012132819,0.021354875,12.13175358,5.065099533,13.36698538,0.073110721,0.160910801,0.044752292,0.017157688,0.068915922,0.163694572,0.044637274,11.75217869,3.364762144,0.004593033,0.0490324,0,0.139955623,1.0653361,0.287525157,0.501116537,0.746278667,0.99615086,0,0.133333333,0.8,0.166666667,0.633333333,0.633333333,0.066666667,0.966666667,0.966666667,0.633333333,0.733333333,0.166666667,0.6,0.029831555,0.101429195
MarinaFranklin,79,81,1,78,79,2341,2370,0.012957393,0.027649848,3.849837429,8.55217526,11.46368289,0.091395852,0.038435842,0.026496467,0.011841355,0.087822011,0.042903165,0.026917849,3.606692669,7.630708747,0.87665877,0.417249467,0,0.015663012,0.9807109,0.212633783,0.01305125,0.044492093,0.999952757,0.366666667,0,1,0.133333333,0.6,0.766666667,0,0,0.4,0,1,0.566666667,0.7,0.093375245,0.054193381
MarinaFranklin,84,86,1,81,84,2431,2520,0.01584411,0.021405482,4.879374995,5.214326525,11.90213311,0.079064961,0.03857511,0.039872121,0.013140025,0.07728154,0.042495141,0.040728769,4.693362289,4.953790057,0.254267489,0.21883386,0,0.363415716,1.003597871,0.537415265,0.26301003,0.033822538,0.712844128,0.133333333,0,0.655555556,0.511111111,0.422222222,0.488888889,0.244444444,0.355555556,1,0,0.955555556,0.377777778,0.633333333,0.060133855,0.038289717
MarinaFranklin,88,90,1,86,88,2581,2640,0.016374901,0.020939921,16.77253067,8.082499108,11.74014855,0.117128364,0.085426889,0.027591368,0.012853216,0.115944691,0.090309027,0.029400831,15.64631313,7.492225997,0,0,0,1.124288502,1.377140267,1.957245533,0.728088208,0.157841606,1.085762382,0,0,0.316666667,0.883333333,1,1,1,1,1,0.466666667,0.833333333,0.883333333,0.816666667,0.032018364,0.095999083
MarinaFranklin,94,97,1,90,94,2701,2820,0.037290615,0.036933424,18.34057363,11.1487625,14.71339986,0.103420996,0.168317213,0.152571258,0.015734666,0.098667836,0.180010045,0.152111205,17.30109501,9.213797375,0.887166622,0.583611515,0.011079543,0.114914577,0.473508467,0.259900343,0.192011508,0.248560756,1.003900625,0.383333333,0,0.875,0.116666667,0.325,0.208333333,0.108333333,0.375,0.45,0.4,0.633333333,0.775,0.558333333,0.099026637,0.08161431
MarinaFranklin,102,104,1,97,102,2911,3060,0.022225175,0.025407781,9.734946601,6.819231236,9.148204646,0.067184935,0.172940732,0.08532253,0.009868056,0.065534955,0.186658939,0.084964645,9.094103355,5.894858648,2.054652708,1.009728668,0.000178048,0.001057046,0.277402737,0.006600954,0.071884198,0.074527576,0.940215384,0.953333333,0,0.913333333,0,0.093333333,0,0,0,0.053333333,0.713333333,0.066666667,0.726666667,0.433333333,0.036378738,0.022566991
