video,laughter_start,laughter_end,laughter_value,start_segment_s,end_segment_s,start_segment_frame,end_segment_frame,gaze_0_y,gaze_1_y,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,p_scale,p_rx,p_ry,p_rz,p_tx,p_ty,AU01_r,AU02_r,AU04_r,AU06_r,AU07_r,AU12_r,AU14_r,AU23_r,AU26_r,AU01_c,AU04_c,AU05_c,AU06_c,AU07_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU23_c,AU25_c,AU26_c,eyebrow_raise,frown
CristelaAlonza2,228,229,2,220,228,6601,6840,0.123635547,0.127320849,29.46137725,12.92288106,33.72231768,0.246824213,0.416551476,0.27741521,0.037848098,0.188866453,0.425650022,0.230466501,27.95400199,10.39920678,0.148959931,0.07816028,0.162651958,0.385573495,0.040966074,0.772779358,0.330696886,0.509415712,0.278691365,0.0375,0.279166667,0.695833333,0.383333333,0.295833333,0.7625,0.533333333,0.4375,0.35,0.4125,0.3125,0.170833333,0.108333333,0.041801465,0.149854689
CristelaAlonza2,234,236,2,229,234,6871,7020,0.037695287,0.03895415,31.96125633,6.539862354,14.46118634,0.046815461,0.25442748,0.139979531,0.016802517,0.043682797,0.271520469,0.14014219,30.69048608,4.521513168,0.021999888,0,0.163009691,0.271718928,0.040518964,0.161636056,0.176021285,0.141201803,0.244904272,0,0.34,1,0.04,0.66,1,0,0.086666667,0.993333333,0.706666667,0.406666667,0.033333333,0.14,0.060888565,0.075773805
CristelaAlonza2,237,238,2,236,237,7081,7110,0.008593289,0.004879405,1.805491281,2.07331134,5.064816067,0.033122844,0.012811358,0.005463179,0.006996952,0.030677774,0.014012697,0.005605906,1.712399337,1.51934508,0.023120988,0.154334943,0,0.747344399,0,1.393916033,0.538855,0.064244068,0.03012013,0.233333333,0,1,0.633333333,0.433333333,1,0.433333333,0.466666667,0.333333333,0.5,0,0.633333333,0,0.024289185,0.009642454
CristelaAlonza2,249,257,2,238,249,7141,7470,0.036932253,0.047965783,23.99391882,15.81905243,19.83874101,0.147555439,0.186242344,0.05796671,0.023532042,0.140303496,0.195569148,0.059019556,22.47416499,13.14659216,0.130748319,0.01417393,0.029692751,0.692057207,0.069867805,0.573098991,0.418497931,0.093712534,0.147721374,0.078787879,0,0.987878788,0.739393939,0.884848485,1,0.245454545,0.196969697,0.36969697,0.775757576,0.018181818,0.460606061,0.048484848,0.062847246,0.070858573
CristelaAlonza2,285,285,2,257,285,7711,8550,0.119502145,0.124478962,24.28993651,45.23999705,208.2183649,0.50151403,0.584486603,0.536018916,0.222041797,0.344132872,0.602257809,0.396393651,147.677744,40.04379208,0.475259697,0.165604268,0.322189985,0.386602424,0.031674592,0.732039612,0.184447201,0.283280247,0.354679535,0.292857143,0.316666667,0.769047619,0.260714286,0.338095238,0.764285714,0.363095238,0.2,0.183333333,0.30952381,0.16547619,0.130952381,0.154761905,0.170927879,0.262023488
CristelaAlonza2,288,289,2,285,288,8551,8640,0.017703969,0.026112446,21.16693846,14.47659807,12.91557537,0.071152941,0.023355858,0.043312935,0.016182038,0.068218597,0.023490088,0.042871846,21.70466807,14.4406541,0.239681313,0.210928261,0.094492136,0.342087303,0,0.084752994,0.032711841,0.018371407,0.836133916,0.288888889,0,1,0.144444444,0.033333333,0.222222222,0.011111111,0.066666667,0.055555556,0.111111111,0,0.144444444,0.244444444,0.037710159,0.012735231
CristelaAlonza2,293,297,2,289,293,8671,8790,0.023598887,0.030524928,25.90705114,18.26294528,22.69054226,0.066691124,0.174368288,0.092176048,0.024695766,0.059485688,0.173999646,0.090834458,26.40209472,19.74984943,0.588297092,0.545742302,0.081128615,0.449959441,0.028194238,0.183509166,0.037305224,0.198134347,1.040079438,0.683333333,0,1,0.225,0.208333333,0.475,0,0.091666667,0.033333333,0.066666667,0,0.133333333,0.075,0.044072118,0.036407696
DamonWayans1,22,24,1,0,22,1,660,0.067246534,0.071150955,86.80419364,26.08031045,38.17554967,0.181344464,0.214972363,0.180182729,0.089343437,0.177753381,0.231133244,0.182936345,126.6063887,36.76620748,0.50125564,0.223955709,0.273560609,0.478688072,0.363723867,0.218578884,0.586605097,0.387254785,0.752140895,0.246969697,0.457575758,0.692424242,0.410606061,0.58030303,0.43030303,0.074242424,0.653030303,0.307575758,0.496969697,0.813636364,0.312121212,0.301515152,0.072240706,0.055393345
DamonWayans1,35,36,1,24,35,721,1050,0.127203147,0.101317722,145.5526075,90.45158342,156.0798546,0.232390239,0.148157739,0.227264913,0.188355025,0.233469725,0.156180541,0.23106255,143.3992713,81.16104398,0.824005063,0.518623899,0.480683095,0.485554196,0.086718725,0.204723845,0.902432587,0.537313453,0.429988661,0.654545455,0.639393939,0.518181818,0.263636364,0.463636364,0.421212121,0.087878788,0.554545455,0.003030303,0.454545455,0.818181818,0.266666667,0.160606061,0.067260734,0.073920062
DamonWayans1,89,90,1,36,89,1081,2670,0.096707761,0.104502239,123.9343748,60.05159428,187.4959623,0.29953927,0.269639211,0.210721783,0.292181578,0.287595287,0.27525352,0.200790925,106.9342132,42.07707064,0.666533509,0.27312661,0.273744475,0.700762517,0.489310672,0.527848867,0.838957912,0.298017105,0.503744734,0.332704403,0.460377358,0.489937107,0.548427673,0.628930818,0.477358491,0.336477987,0.606918239,0.238993711,0.220754717,0.662893082,0.379245283,0.234591195,0.076339632,0.087840626
DamonWayans1,96,97,1,90,96,2701,2880,0.106757996,0.120703563,57.87161172,80.94477796,165.1894737,0.303487064,0.275311961,0.323324198,0.190126526,0.30988966,0.291356243,0.323977235,44.54210797,71.02342481,0.665279916,0.270334728,0.333217762,0.749596619,0.350578718,0.500442791,1.166135272,0.555483321,0.203569824,0.211111111,0.472222222,0.322222222,0.527777778,0.427777778,0.5,0.277777778,0.6,0.244444444,0.2,0.466666667,0.1,0.044444444,0.082935819,0.043822917
DamonWayans1,149,150,1,97,149,2911,4470,0.117035341,0.117280113,94.98023267,116.7204671,77.12862098,0.219205832,0.270974675,0.17056537,0.07721186,0.198927814,0.281428303,0.14740588,89.08478841,106.1527791,0.521545311,0.18105915,0.174229928,0.756664046,0.617697951,0.607841274,0.986977395,0.242760513,0.639868461,0.281410256,0.542948718,0.529487179,0.662179487,0.626923077,0.567307692,0.380128205,0.696794872,0.473076923,0.359615385,0.648076923,0.309615385,0.303205128,0.035470045,0.042234385
DamonWayans1,219,221,1,150,219,4501,6570,0.09429047,0.099229624,90.91173339,55.10235614,93.27152832,0.232304285,0.206459051,0.145056025,0.078451528,0.228444765,0.215517371,0.145160767,77.15523653,45.67103186,0.584068914,0.197821934,0.122039611,0.556850967,0.341907838,0.464205758,0.54332793,0.313714089,0.598110283,0.249275362,0.437681159,0.526570048,0.549275362,0.565217391,0.433333333,0.340096618,0.504830918,0.370531401,0.509661836,0.630434783,0.243961353,0.237198068,0.030735792,0.03554271
DamonWayans1,239,240,1,221,239,6631,7170,0.052574581,0.062667377,81.32520725,25.5213491,55.188073,0.189210908,0.156031989,0.149439717,0.056758459,0.186554352,0.166724102,0.147239753,75.30978865,24.72645123,0.659653258,0.291951471,0.228401413,0.625402219,0.267108795,0.349088072,0.56459647,0.23369004,0.513066295,0.237037037,0.846296296,0.753703704,0.646296296,0.646296296,0.377777778,0.212962963,0.631481481,0.346296296,0.687037037,0.848148148,0.144444444,0.237037037,0.03382667,0.029161267
DamonWayans1,267,269,1,240,267,7201,8010,0.076895324,0.080123433,49.61211505,36.81885952,76.99584807,0.221605378,0.169350886,0.095964606,0.065848734,0.21746072,0.179770109,0.094237847,47.20640792,31.92240258,0.482725072,0.108469466,0.106097876,0.423808351,0.179769489,0.320408114,0.40184486,0.223819916,0.488180382,0.25308642,0.641975309,0.795061728,0.585185185,0.625925926,0.420987654,0.235802469,0.562962963,0.408641975,0.62345679,0.860493827,0.249382716,0.265432099,0.041277618,0.029197334
DamonWayans1,299,300,0,269,299,8071,8970,0.091539608,0.099285782,57.90263959,44.77490139,47.01123705,0.209895757,0.243679349,0.153563942,0.055350707,0.206520865,0.255757448,0.154196032,55.83086155,42.85680676,0.514725953,0.116536334,0.239123885,0.66876562,0.549979927,0.409081532,0.698657146,0.348859106,0.820334009,0.302222222,0.65,0.642222222,0.547777778,0.661111111,0.521111111,0.238888889,0.615555556,0.555555556,0.77,0.654444444,0.171111111,0.418888889,0.037025551,0.029538395
DanSoder,9,11,1,0,9,1,270,0.033004569,0.030236089,35.22733978,8.427732389,14.5256983,0.071030797,0.438498233,0.082355597,0.040361142,0.068834087,0.470956958,0.083859853,53.81456808,12.7895655,0.760310905,0.157077928,0.066334667,0.093032974,0.531750769,0.702728279,0.44997139,0.213989487,1.051761699,0.303703704,0.144444444,0.196296296,0.148148148,0.062962963,0.648148148,0.42962963,0.392592593,0.092592593,0.192592593,0.359259259,0.492592593,0.488888889,0.068445217,0.196761956
DanSoder,17,18,1,11,17,331,510,0.040432635,0.034175595,32.09478566,8.097963537,10.95890901,0.093659435,0.306446181,0.073389992,0.036625856,0.090329813,0.331882624,0.074665045,50.75350595,12.69977453,0.002350994,0.008559985,0.005123966,0.136651602,0.519624002,0.689194268,0.264240912,0.252099299,0.660483645,0,0.094444444,0.072222222,0.25,0.127777778,0.683333333,0.305555556,0.455555556,0.038888889,0.077777778,0.25,0.577777778,0.394444444,0.039836991,0.135952858
DanSoder,20,22,1,18,20,541,600,0.040941293,0.037740624,22.15954933,5.150963182,15.28138978,0.076552905,0.335678583,0.021156963,0.054697531,0.073340465,0.364875108,0.020660015,35.32639811,8.160582611,1.1905505,0.438412267,0.119211467,0.01631846,0.288719258,0.365490314,0.359822112,0.186620293,0.781119547,0.616666667,0.033333333,0.366666667,0,0,0.3,0.083333333,0.65,0.1,0.45,0,0.7,0.2,0.120633052,0.124364006
DanSoder,29,31,1,22,29,661,870,0.03234097,0.042318214,23.78126497,3.638297171,13.91493376,0.061212712,0.317102675,0.056505682,0.045654541,0.058161055,0.343663945,0.056686581,37.72977832,5.41942579,1.488722558,0.126200839,0.077875236,0.061225551,0.763850638,0.689567102,0.603862817,0.163726644,1.126286824,0.880952381,0.185714286,0.176190476,0.019047619,0.142857143,0.633333333,0.433333333,0.580952381,0.238095238,0.376190476,0.361904762,0.476190476,0.519047619,0.051563855,0.11786738
DanSoder,38,39,0,31,38,931,1140,0.041340771,0.047610118,25.44315242,11.89604223,13.05982446,0.145280081,0.272171123,0.087226271,0.04041249,0.140997975,0.294375472,0.089732065,41.14336411,19.51900932,1.411071376,0.468745139,0.067978314,0.034019876,0.344954981,0.392945549,0.349392888,0.618392862,0.73959844,0.60952381,0.204761905,0.304761905,0.038095238,0.014285714,0.428571429,0.10952381,0.238095238,0,0.571428571,0.042857143,0.485714286,0.138095238,0.122969452,0.083461249
DanSoder,43,46,0,39,43,1171,1290,0.045434714,0.03657178,24.9503349,4.375996904,10.75321043,0.080107185,0.393753713,0.057954691,0.030911795,0.07617763,0.428866359,0.058814771,39.77181781,7.053148063,1.715931556,0.53001787,0.084907212,0.015342853,0.16613873,0.382678409,0.371959825,0.225309367,1.011724556,0.766666667,0.166666667,0.708333333,0,0,0.525,0.05,0.283333333,0.25,0.25,0.133333333,0.408333333,0.466666667,0.099169846,0.156620867
DanSoder,51,52,0,46,51,1381,1530,0.042187171,0.037604241,27.5126163,4.213962714,10.94670495,0.053625421,0.310691725,0.058699408,0.037618657,0.049531818,0.33736986,0.059160948,43.14208694,6.433144976,0.008942583,0,0.111856465,0.055257287,0.43199698,0.323193909,0.322326778,0.173991509,0.452171607,0.033333333,0.273333333,0.113333333,0.066666667,0.226666667,0.526666667,0.073333333,0.493333333,0.253333333,0.306666667,0.086666667,0.286666667,0.346666667,0.04523238,0.113932223
DanSoder,56,58,0,52,56,1561,1680,0.028853227,0.040115797,18.07656123,9.019857758,8.760260723,0.083983517,0.164128793,0.085412104,0.030613146,0.081864363,0.173152924,0.087329269,28.70430707,14.40552119,0,0,0.032010865,0.005579976,0.171548701,0.117429183,0.135438155,0.396901417,0.673017348,0,0.116666667,0,0.008333333,0.016666667,0.583333333,0,0.291666667,0,0.325,0.091666667,0.541666667,0.266666667,0.040753724,0.028856603
DanSoder,62,63,0,58,62,1741,1860,0.034392047,0.035594401,19.86733705,6.027664949,6.27379994,0.073794732,0.351800635,0.086117366,0.023385391,0.073052521,0.377541104,0.089506256,30.91502903,9.522261113,1.0233152,0.159841452,0.018222097,0.277856479,0.835763737,1.04110475,0.748343943,0.524607106,0.735219142,0.683333333,0.041666667,0.641666667,0.325,0.358333333,0.65,0.391666667,0.758333333,0.4,0.066666667,0.066666667,0.458333333,0.441666667,0.150077903,0.16362499
DanSoder,68,76,0,63,68,1891,2040,0.033737402,0.039090562,19.9828787,15.21533864,9.68859134,0.205444765,0.356865652,0.101764005,0.038518467,0.201086276,0.389331608,0.105227706,32.08091236,24.09521269,2.525789933,0.835205786,0.131310036,0.034946995,0.357797601,0.537331777,0.25524617,0.218049125,0.714532529,1,0.04,0.453333333,0,0.02,0.513333333,0.153333333,0.3,0.086666667,0.346666667,0.206666667,0.366666667,0.46,0.055196744,0.147963916
DanSoder,94,95,0,76,94,2281,2820,0.038367027,0.04752835,27.58604789,7.191860565,11.3272227,0.093918627,0.357737931,0.063240691,0.04005449,0.093105212,0.385062905,0.063879121,44.3611818,11.42026607,1.32192858,0.163123976,0.080999667,0.07719812,0.53742258,0.689404306,0.565239504,0.39720444,0.700027166,0.72037037,0.090740741,0.275925926,0.062962963,0.042592593,0.498148148,0.357407407,0.55,0.181481481,0.27962963,0.322222222,0.412962963,0.314814815,0.075678128,0.157984471
DanSoder,99,101,1,95,99,2851,2970,0.026979437,0.032925376,15.06904094,3.571894466,8.751562916,0.036115613,0.217154824,0.018995095,0.029200919,0.033320157,0.234613498,0.020118595,23.90912586,5.622314715,0.288500023,0.007313917,0.115975702,0.06398633,0.848407359,0.241814554,0.258914269,0.087823124,0.778706032,0.283333333,0.075,0.308333333,0.133333333,0.191666667,0.475,0,0.808333333,0.508333333,0.125,0,0.483333333,0.425,0.066573968,0.040390479
DanSoder,104,106,1,101,104,3031,3120,0.042805733,0.042406068,16.15203389,4.79569003,10.72483532,0.066965294,0.164450365,0.050256809,0.039751244,0.060603311,0.173420741,0.051414072,26.30666265,7.861337139,1.813349333,0.680415391,0.195989691,0.032621755,0.500361731,0.468544704,0.230679995,0.56608115,0.899566896,0.822222222,0.3,0.422222222,0,0,0.433333333,0.166666667,0.077777778,0.044444444,0.566666667,0.022222222,0.544444444,0.288888889,0.110561724,0.045380661
DanSoder,111,113,1,106,111,3181,3330,0.03379405,0.036446448,11.13093398,7.636626977,7.692271114,0.07323599,0.141929265,0.024954142,0.022476227,0.071375662,0.156011,0.024531549,17.61128451,11.78492855,0,0,0.659167876,0.197143282,1.183657289,0.324224245,0.338629601,0.174978507,0.780754806,0,0.64,0.293333333,0.426666667,0.84,0.6,0.046666667,0.886666667,0.78,0.226666667,0.506666667,0.466666667,0.7,0.060519789,0.052688175
DanSoder,122,123,1,113,122,3391,3660,0.058534159,0.049131026,13.82835962,7.268048524,12.97000732,0.096168945,0.244843203,0.085846525,0.043533677,0.09036346,0.265640165,0.086588744,22.3005138,11.87124853,1.324410915,0.489964672,0.019953438,0.180153095,0.843579304,0.647771756,0.387356322,0.381267228,1.001618199,0.688888889,0.018518519,0.344444444,0.259259259,0.188888889,0.262962963,0.277777778,0.377777778,0.048148148,0.118518519,0.018518519,0.496296296,0.485185185,0.149252631,0.08936724
DanSoder,128,132,1,123,128,3691,3840,0.033421425,0.027677851,30.66847933,5.243211087,12.46593204,0.071933786,0.2904768,0.104683576,0.043177014,0.067862879,0.31202846,0.106768296,48.77097393,8.047818703,0.483256136,0.198054431,0.001132473,0.164043342,0.778526004,0.659817592,0.592819609,0.81143192,0.492648063,0.193333333,0.226666667,0.046666667,0.213333333,0.093333333,0.573333333,0.373333333,0.613333333,0.08,0.426666667,0.093333333,0.313333333,0.313333333,0.106961156,0.101580261
DanSoder,138,140,1,132,138,3961,4140,0.034787594,0.028079543,12.10360981,5.829200675,11.58969311,0.056905618,0.162461726,0.043257264,0.043220389,0.055103644,0.171512674,0.044574389,19.50423129,9.020726549,0.493245284,0.127183781,0.019621456,0.148758016,0.829832391,0.585277515,0.590303742,0.454667921,0.578830242,0.172222222,0.105555556,0.033333333,0.155555556,0.111111111,0.5,0.161111111,0.494444444,0.077777778,0.527777778,0.133333333,0.488888889,0.211111111,0.089480025,0.03107133
DanSoder,144,145,1,140,144,4201,4320,0.031390046,0.031561678,91.8810718,18.51629714,10.04224323,0.186948867,0.08608325,0.111530333,0.033824615,0.192183958,0.076344562,0.117207114,146.0511484,29.61361595,0.152880352,0.091939557,0.453884162,0.028219419,0.977863954,0.280324107,0.35382735,0.820594978,1.238448133,0.05,0.916666667,0.25,0.058333333,0.191666667,0.541666667,0.058333333,0.175,0.075,0.783333333,0.058333333,0.733333333,0.533333333,0.054273192,0.03169098
DanSoder,146,148,1,145,146,4351,4380,0.023382635,0.013890637,13.68256581,5.032237768,3.761510063,0.076378733,0.087111533,0.050469778,0.011123648,0.079139373,0.088952834,0.051939766,21.46027484,7.855618276,0,0,0.464636377,0,0.522397267,0.203194481,0.006308377,0.082103423,2.729582667,0.066666667,0.266666667,0,0,0,0.6,0,0,0,0.066666667,0.2,1,1,0.012783263,0.014626338
DanSoder,154,161,1,148,154,4441,4620,0.050957605,0.049642933,27.84025139,11.57935544,13.78901595,0.166053554,0.378016443,0.10001319,0.044507931,0.166406241,0.39937582,0.102959544,47.46014608,18.68172391,1.144899593,0.20800908,0.625819914,0.0171906,0.467992509,0.346806764,0.183554044,0.453058207,0.844907523,0.577777778,0.716666667,0.394444444,0,0.022222222,0.5,0,0.05,0.094444444,0.561111111,0.161111111,0.477777778,0.405555556,0.08741562,0.115616872
DanSoder,179,180,1,158,179,4741,5370,0.035238993,0.042006028,33.14803173,9.790840535,11.93937956,0.121552416,0.325182567,0.066343829,0.04140266,0.125681536,0.347713514,0.068075176,53.5495817,15.40300208,0.643005921,0.123986361,0.177910357,0.130781611,0.783997099,0.787967647,0.501257177,0.346587326,0.779355209,0.498412698,0.228571429,0.204761905,0.074603175,0.241269841,0.404761905,0.352380952,0.579365079,0.126984127,0.255555556,0.204761905,0.492063492,0.5,0.072515302,0.136674631
DanSoder,167,158,1,161,167,4831,5010,0.032562217,0.036709572,28.31319049,4.041107895,8.874324184,0.073404209,0.29962341,0.032791874,0.02987795,0.077598132,0.317991266,0.034612738,46.30432048,6.163924823,0.202819228,0.084555825,0.039973369,0.029433883,0.527839206,0.667745483,0.529092996,0.302232383,0.672903309,0.311111111,0.022222222,0.305555556,0.055555556,0.15,0.233333333,0.305555556,0.688888889,0.172222222,0.05,0.283333333,0.383333333,0.544444444,0.046982433,0.118788602
DanSoder,181,182,1,180,181,5401,5430,0.03146157,0.015909086,4.358690217,4.48598772,8.982049988,0.03501807,0.060512426,0.045865251,0.033876395,0.035081215,0.062577092,0.0463848,7.110683511,7.325419077,0.991871133,0.05141068,0.151441878,0.152621873,0.62183382,0.664285233,0.257893623,0.686551323,0.76416464,1,0.566666667,0.333333333,0,0,1,0,0.533333333,0,0.566666667,0,0.566666667,0,0.021489798,0.015788048
DanSoder,192,195,1,182,192,5461,5760,0.065480854,0.04230674,16.16267172,8.807706558,17.81978541,0.105631496,0.280272014,0.089867055,0.058233138,0.102671306,0.288971005,0.090546167,26.33128624,14.0765796,1.152712414,0.618082339,0.103663685,0.130724623,0.825523052,0.341486254,0.294543297,0.67480917,1.782796516,0.606666667,0.08,0.396666667,0.11,0.06,0.196666667,0.06,0.456666667,0.22,0.246666667,0.046666667,0.603333333,0.726666667,0.143935364,0.063885579
DanSoder,209,218,1,195,209,5851,6270,0.036931866,0.037382707,30.1095679,9.149295817,10.57929116,0.109726848,0.383941685,0.085208327,0.036632355,0.112553987,0.411420232,0.087105485,48.78730469,14.80466847,0.642131088,0.271816212,0.150846571,0.018164075,0.296590254,0.366861989,0.312182029,0.158089933,0.380640423,0.338095238,0.2,0.411904762,0.016666667,0.05952381,0.497619048,0.226190476,0.411904762,0.161904762,0.342857143,0.419047619,0.214285714,0.276190476,0.107428243,0.159355609
DanSoder,219,222,1,218,219,6541,6570,0.012179537,0.010937315,0.765396761,2.446720392,4.389162644,0.021591131,0.019723161,0.033676964,0.015001741,0.022219834,0.021248071,0.034264537,1.357298426,4.018224267,0.094655678,0.00193165,0,0,0.021918071,0.155211573,0.806839267,0.963506633,0.24109509,0,0.133333333,0,0,0,0.4,0,0.633333333,0,1,0,0,0,0.009736275,0.005825067
DanSoder,236,237,2,222,236,6661,7080,0.043065758,0.044526458,25.11302855,9.656916196,12.24540919,0.116679304,0.309938694,0.06816785,0.042853204,0.114362704,0.33601803,0.069496301,40.32794377,15.31745094,0.666050628,0.209708806,0.319107223,0.046275367,0.35819264,0.30951388,0.291303884,0.277761331,0.743778658,0.316666667,0.592857143,0.273809524,0.045238095,0.135714286,0.483333333,0.116666667,0.338095238,0.078571429,0.328571429,0.180952381,0.552380952,0.480952381,0.176333416,0.11017297
DanSoder,243,246,2,237,243,7111,7290,0.034581489,0.028137204,10.02428535,12.01008868,5.138790274,0.182547543,0.160480131,0.052928381,0.016034354,0.178019905,0.177079565,0.051955097,15.75323676,18.89030292,0.174257088,0.010700776,0.198529904,0.051850621,1.078530921,0.04561752,0.022715619,0.142546318,0.666519974,0.094444444,0.377777778,0.088888889,0.116666667,0.416666667,0.061111111,0,0,0,0.333333333,0.166666667,0.416666667,0.605555556,0.110517411,0.085112798
EmilyGalati,9,10,2,0,9,1,270,0.089646848,0.096419733,12.76092649,38.99268211,219.0325854,0.043486475,0.095350788,0.085331858,0.326931617,0.043928493,0.103246585,0.085112209,168.948963,58.4876163,0.646921495,0.480385063,0.001826901,0.001271979,0.372307108,0.188368304,0.028470221,0.076863323,0.629218247,0.318518519,0,0.781481481,0.12962963,0.181481481,0.614814815,0.17037037,0.177777778,0.088888889,0.125925926,0,0.407407407,0.277777778,0.195526607,0.155606904
EmilyGalati,14,17,2,10,14,301,420,0.019202105,0.024631521,2.9824674,1.558021758,4.792036276,0.028097088,0.041947569,0.013488209,0.00770174,0.026280928,0.044459369,0.013552364,3.425790359,1.445840208,0,0.015564734,0.001266165,0,0.051173374,0.001384563,0,0.017274393,0.939953599,0,0,0.658333333,0,0,0.341666667,0,0.05,0,0,0,0.333333333,0.458333333,0.03781109,0.006016569
EmilyGalati,25,27,2,17,25,511,750,0.137787626,0.145375754,7.644306712,2.756672854,9.157562623,0.024046295,0.086748125,0.023987042,0.01565321,0.0226112,0.093578374,0.024078799,8.621615517,4.009805408,0.033830193,0.009827747,0.01115576,0.000554926,0.273483397,0.099450197,0.044231858,0.04448879,0.455058869,0,0.0875,0.641666667,0.033333333,0.3125,0.4375,0.295833333,0.491666667,0,0.0625,0,0.325,0.258333333,0.033387504,0.014771351
EmilyGalati,31,32,2,27,31,811,930,0.059247417,0.069878011,29.70441232,4.224133335,11.59158869,0.05577965,0.223058439,0.076710224,0.017395364,0.052001251,0.236664127,0.075602247,33.16252304,3.741876679,0.133863864,0.198948912,0.030268781,0,0.091789505,0.212092181,0.274460949,0.093422201,0.245164608,0.733333333,0,0.908333333,0.066666667,0.866666667,0.8,0.175,0.483333333,0.066666667,0.075,0,0.066666667,0.35,0.047926283,0.051349667
EmilyGalati,48,54,2,32,48,961,1440,0.0172827,0.030477599,10.31862741,7.575595336,8.387904433,0.082943956,0.141184577,0.064011714,0.014712008,0.077113189,0.150556133,0.063530393,11.64315815,8.116769684,0.194540087,0.133557197,0.003416221,0.021743745,0.423045253,0.263285842,0.045232665,0.142321528,0.924523426,0.095833333,0.060416667,0.735416667,0.179166667,0.35625,0.545833333,0.295833333,0.4125,0,0.025,0,0.585416667,0.4375,0.064307338,0.020212023
EmilyGalati,60,61,2,54,60,1621,1800,0.037359739,0.030936097,7.321804345,46.79477381,134.0743539,0.065419141,0.191142409,0.026334038,0.156342948,0.064655289,0.205773043,0.02678386,7.424995884,20.3034064,0.536432561,0.489584281,0.01506535,0,0.087556283,0.160404775,0.001769745,0,0.296375308,0.255555556,0.011111111,0.972222222,0.05,0.744444444,0.088888889,0.133333333,0.116666667,0,0.111111111,0,0.161111111,0.433333333,0.141872566,0.099664549
EmilyGalati,69,71,2,61,69,1831,2070,0.024885411,0.030658132,10.14201599,3.695094325,12.74535379,0.038878488,0.122496219,0.142501549,0.021566262,0.036878166,0.128757397,0.142051274,11.77205405,4.220086852,0.108703879,0.089881067,0.071278299,0.000614937,0.17379198,0.242898299,0.014699068,0.087777491,1.327183998,0.029166667,0.05,0.783333333,0.141666667,0.108333333,0.708333333,0.3125,0.370833333,0,0,0,0.65,0.4625,0.043015563,0.013979594
EmilyGalati,89,90,2,71,89,2131,2670,0.025184668,0.023529765,13.1949751,5.832187086,9.568884081,0.057358166,0.156210294,0.06533575,0.015348509,0.054760432,0.168202387,0.065072861,14.77078796,6.668031983,0.114023497,0.121250957,0.010033478,0.041491844,0.227965527,0.587871008,0.305043483,0.095589144,0.481541302,0.103703704,0,0.916666667,0.414814815,0.657407407,0.32962963,0.501851852,0.638888889,0.081481481,0.133333333,0.031481481,0.338888889,0.442592593,0.055743839,0.036502356
EmilyGalati,94,97,2,90,94,2701,2820,0.023679422,0.02311037,13.64144898,4.272968922,10.00771973,0.043279519,0.156997425,0.016301221,0.016870641,0.037937606,0.166448521,0.016430746,15.60121525,3.067711438,0,0.002319564,0,0,0.257573757,0.015932304,0.020264159,0.157927403,0.689487016,0,0,0.766666667,0.058333333,0.425,0.2,0.033333333,0.075,0.066666667,0.075,0,0.033333333,0.35,0.017983745,0.013963457
EmilyGalati,104,105,2,97,104,2911,3120,0.018739426,0.020878719,7.956109809,4.439812704,8.359558393,0.042600832,0.027855014,0.025819841,0.014052565,0.040091973,0.028059719,0.026689666,9.111100139,5.01199254,1.427889119,0.780795952,0.004552369,0,0.477807739,0.240322528,0.185558414,0.150162945,0.827818872,0.442857143,0.1,0.814285714,0.023809524,0.119047619,0.752380952,0.314285714,0.447619048,0.2,0.052380952,0,0.457142857,0.238095238,0.113127375,0.010373303
EmilyGalati,109,111,2,105,109,3151,3270,0.021597081,0.016037665,8.504086892,2.431381285,7.162542847,0.044321498,0.066299944,0.062245284,0.013105506,0.042174263,0.070644999,0.062242555,9.740111436,1.845172193,0.542570182,0.074076065,0,0,0.412433946,0.110214944,0.122327818,0.170933436,0.709941082,0.191666667,0.008333333,0.916666667,0.075,0.15,0.558333333,0.208333333,0.308333333,0.833333333,0.35,0,0.416666667,0.175,0.026938153,0.006104397
EmilyGalati,116,117,2,111,116,3331,3480,0.022413793,0.019142441,35.23740827,49.64641074,114.9587102,0.039522141,0.059865836,0.030072975,0.131170453,0.03741784,0.064715443,0.032495916,27.98551834,26.57659967,0.224059944,0.000276082,0.022348102,0,0.696231257,0.0700113,0.036408508,0.072878955,0.132978408,0,0.02,0.626666667,0.073333333,0.68,0.58,0.086666667,0.406666667,0.746666667,0.366666667,0,0.173333333,0.046666667,0.059632845,0.067267543
EmilyGalati,126,127,2,117,126,3511,3780,0.02543906,0.027319036,17.49059874,4.429812065,9.933288602,0.053247679,0.164463253,0.069874573,0.017880062,0.047820305,0.170905432,0.069133589,20.19549227,3.98451618,0.679728902,0.500775422,0.039591934,0.000711611,0.045431601,0.440912985,0.132558375,0.146463436,0.751662616,0.648148148,0.162962963,0.855555556,0.233333333,0.17037037,0.537037037,0.518518519,0.503703704,0.096296296,0.292592593,0,0.496296296,0.47037037,0.094013382,0.013437531
