time,pitch,intensity
0.01,--undefined--,--undefined--
0.02,--undefined--,--undefined--
0.03,--undefined--,--undefined--
0.04,--undefined--,--undefined--
0.05,--undefined--,--undefined--
0.06,--undefined--,--undefined--
0.07,--undefined--,63.80742544326646
0.08,--undefined--,63.5246321792974
0.09,--undefined--,63.22523861948091
0.1,--undefined--,62.97872364212853
0.11,--undefined--,62.685449081767196
0.12,--undefined--,62.24357662975756
0.13,--undefined--,61.85795418711109
0.14,--undefined--,61.81014049609933
0.15,--undefined--,61.94107873383788
0.16,--undefined--,61.84430475658493
0.17,--undefined--,61.38848593346784
0.18,--undefined--,60.711570932519756
0.19,--undefined--,59.88643408903978
0.2,--undefined--,58.767760219317815
0.21,--undefined--,57.35207896548875
0.22,--undefined--,56.16054274343063
0.23,--undefined--,55.71193085034833
0.24,--undefined--,55.557932969734935
0.25,--undefined--,54.99663641698618
0.26,--undefined--,54.011646804393486
0.27,--undefined--,53.15281055447345
0.28,--undefined--,53.04530704349767
0.29,--undefined--,53.63981072887261
0.3,--undefined--,54.21030453997162
0.31,--undefined--,54.296534977342006
0.32,--undefined--,53.994539392101494
0.33,--undefined--,53.705041632446196
0.34,--undefined--,53.9013770466327
0.35000000000000003,--undefined--,54.72714328591628
0.36,--undefined--,55.68947016782564
0.37,--undefined--,56.59893056671946
0.38,--undefined--,58.77166387574598
0.39,--undefined--,63.16896904242156
0.4,243.0370006975584,67.68791486129
0.41000000000000003,243.1775467034724,71.0258834372018
0.42,244.54586202641238,73.08166879816945
0.43,246.45458465031527,73.9510132959432
0.44,248.65197303239725,73.77942586430987
0.45,251.19700019697183,72.82547947713746
0.46,253.1416384232441,71.55937845488631
0.47000000000000003,253.14264072953,70.47862531088092
0.48,251.31052745110696,69.5771643173618
0.49,248.1529889389028,68.34909719287302
0.5,244.35345735622823,66.46040805130758
0.51,230.5713490743591,64.1546289922747
0.52,219.80429337825143,62.18477902630514
0.53,214.928631105986,60.95236596766508
0.54,201.34905497690576,59.906932133200215
0.55,187.0610773361656,58.82510769457945
0.56,186.73626739223596,58.789333605135084
0.5700000000000001,188.78818556636514,60.90553702841094
0.58,190.07730443206506,64.0199318244459
0.59,203.1735333712339,66.82066629967105
0.6,216.59229470660173,69.07590546302613
0.61,235.67903185483067,71.06761788562271
0.62,248.7852705746686,73.14080434138931
0.63,254.9634231804727,75.22320029341013
0.64,257.59202912585107,76.83517531009527
0.65,259.50740305301593,77.5928135369662
0.66,262.77379678049164,77.40105531610608
0.67,268.13793878554,76.4275365429618
0.68,273.5882218334095,75.07312926883994
0.6900000000000001,277.3406969533654,73.8273830731885
0.7000000000000001,280.9845819685791,72.97620107795687
0.71,285.46835932377456,72.5183801880195
0.72,290.3530597171181,72.33211029727745
0.73,295.2019714873966,72.27437306479243
0.74,301.1026773153039,72.21681003084332
0.75,305.8254744692657,72.05720806979254
0.76,309.48929615829724,71.72204601043184
0.77,313.4098979996732,71.32168200851233
0.78,--undefined--,71.17428257583933
0.79,--undefined--,71.2727377641283
0.8,--undefined--,71.05654197264752
0.81,--undefined--,70.146091218465
0.8200000000000001,432.5593535472233,68.72198808688472
0.8300000000000001,437.21810457131755,67.15823628476579
0.84,437.63503481763064,65.40203439542202
0.85,--undefined--,63.07185875709263
0.86,--undefined--,60.15559561450272
0.87,--undefined--,57.310688133481115
0.88,--undefined--,55.74449957323916
0.89,--undefined--,56.43019783089397
0.9,--undefined--,58.59801190167235
0.91,--undefined--,60.7444945029763
0.92,--undefined--,62.71144484107121
0.93,245.59553689329738,64.87249071007229
0.9400000000000001,251.33027173670214,67.22202964164521
0.9500000000000001,261.94840920622687,69.54118491323337
0.96,267.6655001104463,71.75904277610619
0.97,268.6800463706548,73.75787471677423
0.98,266.28277938687864,75.2503772931915
0.99,256.72644519031786,75.97677886203438
1,250.14222446930796,75.84654946028
1.01,247.4435956549727,74.90200878583528
1.02,245.99067555678855,73.24290920576492
1.03,244.9221102009208,71.01507708743965
1.04,245.15964889996727,68.51883854131758
1.05,245.93651092705005,66.37736852549627
1.06,245.953721050559,65.45224686132185
1.07,245.3113304817796,66.25991229992897
1.08,246.01394867244002,68.4224507221901
1.09,249.26880074698448,70.88537077956511
1.1,252.01942122267928,72.85540803000217
1.11,254.45212623501723,74.12175558315556
1.12,256.87149509455554,74.82050038519488
1.1300000000000001,259.2821568685004,75.19986953764739
1.1400000000000001,262.43005852928275,75.42182044800411
1.1500000000000001,266.144818456267,75.51792134040547
1.16,270.57930539402724,75.49472924692535
1.17,275.3436801828243,75.35152691581997
1.18,280.36587611419264,75.08767444243264
1.19,286.11691894768796,74.87528782676057
1.2,295.9773290086486,75.03615971512801
1.21,307.1895404104456,75.49649125141215
1.22,311.6338234315053,75.6215231725594
1.23,312.412834622681,74.85197716032944
1.24,313.4214170099874,73.04013527258977
1.25,316.71784939628446,70.59317114879814
1.26,318.2646308598232,68.68631184455806
1.27,316.44538713500367,68.42953643436142
1.28,310.81993304765587,69.26393661417075
1.29,307.09208460134266,69.9307573061129
1.3,304.33663813261967,69.76125024634233
1.31,297.59907345464194,68.62775532123158
1.32,--undefined--,66.89141036534795
1.33,--undefined--,65.35055540992099
1.34,--undefined--,64.52923600626772
1.35,--undefined--,64.14122400499446
1.36,--undefined--,63.976310642855765
1.37,--undefined--,64.20412184459073
1.3800000000000001,--undefined--,64.81655118031402
1.3900000000000001,--undefined--,65.47654831156966
1.4000000000000001,--undefined--,65.91080352867367
1.41,--undefined--,66.14457278044141
1.42,--undefined--,66.3026212213505
