time,pitch,intensity
0.01,--undefined--,--undefined--
0.02,--undefined--,--undefined--
0.03,--undefined--,--undefined--
0.04,--undefined--,--undefined--
0.05,--undefined--,--undefined--
0.06,--undefined--,--undefined--
0.07,--undefined--,50.14468987281215
0.08,--undefined--,56.514011139675226
0.09,--undefined--,60.299910122822126
0.1,--undefined--,62.24214955598345
0.11,--undefined--,62.69550033968953
0.12,--undefined--,61.963149115354774
0.13,--undefined--,60.204200638437285
0.14,--undefined--,57.3802304349102
0.15,--undefined--,54.39908199128588
0.16,--undefined--,55.25721342832512
0.17,--undefined--,61.43355261272204
0.18,--undefined--,66.83763629449705
0.19,--undefined--,70.49936422446109
0.2,--undefined--,72.74976954697443
0.21,--undefined--,73.8979440009299
0.22,--undefined--,74.31897313950206
0.23,--undefined--,74.44428108161618
0.24,--undefined--,74.57868248609775
0.25,--undefined--,74.73335530207048
0.26,--undefined--,74.76251017728994
0.27,--undefined--,74.62029520317603
0.28,--undefined--,74.43098438313045
0.29,--undefined--,74.30416269240149
0.3,249.57766804464666,74.11177922130482
0.31,252.73208590730152,73.62993921404632
0.32,257.0758838636352,72.91524409704701
0.33,265.3639443895399,72.45348814381767
0.34,268.2423513486186,72.74617298477396
0.35000000000000003,268.4912128369146,73.68366085374615
0.36,267.90079721787953,74.79076586928339
0.37,266.60499028022303,75.75445391926135
0.38,264.5309014076063,76.42981891765419
0.39,261.8502815463035,76.79415960984717
0.4,257.5863608943226,76.95062767907368
0.41000000000000003,251.68865602901064,77.0486599949906
0.42,246.6607636797289,77.13743667487928
0.43,241.52561150705012,77.09425612289057
0.44,235.8109496953267,76.70302003112114
0.45,230.87513942397376,75.8073114423241
0.46,227.26820542496134,74.44201981215223
0.47000000000000003,400.1399090630643,72.87218302858453
0.48,419.7775020328067,71.49213546764709
0.49,368.270154842147,70.66061566322934
0.5,331.68820464896817,70.50845869864723
0.51,316.3740969026248,70.76345345930577
0.52,309.4921723645651,70.99843894614806
0.53,303.4869629776087,70.99143116379733
0.54,296.48190361267575,70.72286966607192
0.55,291.0653416254441,70.31683048594437
0.56,288.9793379066211,70.01245542542247
0.5700000000000001,288.9415738503443,69.96857780157454
0.58,289.21753993481843,70.07389791286538
0.59,288.70032707729007,70.14719157692828
0.6,287.284078270304,70.20514253351517
0.61,285.5536453542873,70.3666906081448
0.62,284.2040364654968,70.65978041544496
0.63,283.6816098258962,71.05294081552536
0.64,284.8987445060223,71.57022635454682
0.65,289.8890974149567,72.27544338076223
0.66,296.67096853634035,73.20945555789491
0.67,301.83510454898374,74.33245191661541
0.68,304.46241123038203,75.46710473286
0.6900000000000001,305.7241265512931,76.36229587308989
0.7000000000000001,306.1691861724397,76.84192859340988
0.71,306.22459130412415,76.87968423705064
0.72,306.28923398619054,76.59195135911115
0.73,306.51068989511566,76.19033235006538
0.74,307.0661106511761,75.8504630883533
0.75,307.9037790230752,75.5884387538481
0.76,308.7566163063545,75.43247402367275
0.77,309.03453297716203,75.62469714630306
0.78,308.01796797861493,76.24305805916322
0.79,306.28126220147755,76.846318505079
0.8,304.88982812205353,76.95991669190835
0.81,304.9299132234481,76.4871682266439
0.8200000000000001,308.0002280158322,75.66011642888594
0.8300000000000001,314.58393313362694,74.90665979328031
0.84,318.79758403508896,74.59208795344304
0.85,320.1374769247258,74.70344283126292
0.86,320.7667115889012,74.90981911722155
0.87,321.6961314457292,74.90948850988283
0.88,322.5654672519467,74.58458400270426
0.89,322.59480428376895,73.93117518984835
0.9,321.5317283436492,72.92090063563731
0.91,319.3463302206238,71.45488204950478
0.92,315.5229559090802,69.48328730897502
0.93,308.71805897421643,67.17680727038007
0.9400000000000001,294.6222596831281,65.00791266957633
0.9500000000000001,282.57574847584146,63.67154948144255
0.96,277.07817080387156,63.788269088980755
0.97,276.99799621894454,65.49789491434923
0.98,288.7909490414761,68.30620054945202
0.99,296.95312073848737,71.26562064479745
1,299.7539861744502,73.62022282774235
1.01,301.4766621880539,75.17861884444218
1.02,304.16492045696134,76.11378057126346
1.03,306.86244339817296,76.66112064157919
1.04,308.22144363727534,76.88405886112012
1.05,307.8453223861422,76.69313761604107
1.06,305.33389115517,76.05384813889815
1.07,302.87899630033513,75.12368575935798
1.08,302.10797055685623,74.24745898511749
1.09,301.62703262408445,73.77055553904596
1.1,300.79009588622415,73.75429702543262
1.11,300.214085497247,73.91098513088527
1.12,300.7549383152528,73.8245452113651
1.1300000000000001,302.3970687440776,73.2452061297249
1.1400000000000001,302.9546736353287,72.275200578426
1.1500000000000001,301.810987324249,71.32726319072853
1.16,299.9557525547145,70.79386986454291
1.17,298.74760483751857,70.70691580207814
1.18,298.56640174236395,70.79885069577084
1.19,298.7647268064696,70.69650540083174
1.2,298.7722282407129,70.00374226470646
1.21,298.456395837176,68.38213307361308
1.22,297.5374173152736,65.63404143917487
1.23,271.70947529575403,61.93304105092299
1.24,267.4814544526429,58.47723188237655
1.25,269.01325288948436,57.16902935740562
1.26,267.34117878820746,58.01609592370604
1.27,266.3481695255731,59.38043182002258
1.28,263.946297510678,60.42884625636474
1.29,--undefined--,60.91408440045154
1.3,--undefined--,60.763441594367656
1.31,--undefined--,60.3745239989204
