time,pitch,intensity
0.01,--undefined--,--undefined--
0.02,--undefined--,--undefined--
0.03,--undefined--,--undefined--
0.04,--undefined--,--undefined--
0.05,--undefined--,--undefined--
0.06,--undefined--,--undefined--
0.07,--undefined--,12.565620157935665
0.08,--undefined--,20.733037753866434
0.09,--undefined--,27.018361711743992
0.1,--undefined--,33.26488738908571
0.11,--undefined--,40.40758140552429
0.12,--undefined--,47.146755661349324
0.13,--undefined--,52.35913589966669
0.14,--undefined--,56.01338705615786
0.15,--undefined--,58.448012654634255
0.16,--undefined--,60.20106904006416
0.17,--undefined--,61.77133671492196
0.18,--undefined--,63.182872447678136
0.19,--undefined--,64.07407866123033
0.2,--undefined--,64.32189313427872
0.21,--undefined--,64.30813283071662
0.22,--undefined--,64.45840872907469
0.23,--undefined--,64.53905443557542
0.24,--undefined--,63.94991849493442
0.25,--undefined--,62.692595874673
0.26,--undefined--,62.68708277306844
0.27,--undefined--,66.33748578753651
0.28,--undefined--,71.52541834209895
0.29,--undefined--,75.36358462926192
0.3,--undefined--,77.59372772257822
0.31,--undefined--,78.49842645561532
0.32,265.6542850688239,78.6415211832962
0.33,261.0757660311282,78.70674430605986
0.34,257.9022903252548,78.9213399542737
0.35000000000000003,256.0681463834241,78.9360809797209
0.36,255.0543421340046,78.40870852830895
0.37,254.87316702836046,77.18093514583443
0.38,254.84784227880078,75.17943355207348
0.39,253.01084721544345,72.59418161189177
0.4,249.89729862032658,70.21536228563718
0.41000000000000003,248.78066400321865,68.9389945275171
0.42,249.06775710673867,68.64696292300489
0.43,250.96115356343086,68.77194659209428
0.44,253.4483737146509,69.15135727100609
0.45,255.2165362505536,69.773179781414
0.46,257.0399476609809,70.85497158926893
0.47000000000000003,268.25576538476963,72.69848279756792
0.48,274.6903283049928,75.00570816356091
0.49,278.5752997369456,77.09057618658011
0.5,282.7473841086781,78.6277961560395
0.51,287.4157514657034,79.64194500351012
0.52,292.88947760085983,80.2767157403459
0.53,297.97594997990245,80.6504806036805
0.54,301.315177480756,80.77170136133178
0.55,302.57071916362406,80.56483289809927
0.56,302.1334514751287,79.98315423888052
0.5700000000000001,300.58211839580844,79.09608999362709
0.58,298.57748051377763,78.14579242889704
0.59,296.6118607159297,77.52031651439307
0.6,295.49976092782384,77.43388057606461
0.61,295.0899026564124,77.6759160987202
0.62,294.2770625430853,78.0247461419548
0.63,292.46728863725497,78.53213316858091
0.64,290.4971386155354,79.13239525934253
0.65,289.21766438512674,79.45148927251908
0.66,289.09028654202876,79.12303863640557
0.67,290.2683241216635,77.95939762776901
0.68,292.53049701695346,75.88603342519394
0.6900000000000001,293.94513251894267,72.90255666039907
0.7000000000000001,291.9872446833998,69.31951840159265
0.71,294.7666879248919,66.45792063183667
0.72,298.29709946148853,65.85341553654652
0.73,283.84076655743087,66.7343892230736
0.74,284.7373010583553,67.78591096472665
0.75,286.6435587786938,69.41659390153671
0.76,286.8899543739896,72.06554363017209
0.77,286.9038292347913,74.91712107352615
0.78,286.9388006306108,77.13181543019867
0.79,287.4031644995861,78.64003675580145
0.8,288.80364076267904,79.65054896490263
0.81,290.3333436514545,80.29265902164978
0.8200000000000001,291.2067064855168,80.55397483549106
0.8300000000000001,291.07185241843456,80.42412787419109
0.84,289.4211689098009,80.03847469059512
0.85,286.75401330266493,79.67103993166508
0.86,284.48747403065727,79.54244256827118
0.87,282.9723810245162,79.61455133918486
0.88,281.8190415057389,79.66776533397803
0.89,280.45094191776343,79.53795637966891
0.9,278.9282574495639,79.12063848532345
0.91,277.68544453691317,78.20804906224659
0.92,276.64080445099,76.50340086494431
0.93,275.2159110041793,73.85187706816033
0.9400000000000001,269.2547192062553,70.7373048594677
0.9500000000000001,--undefined--,68.7171626652412
0.96,--undefined--,68.76423084650664
0.97,--undefined--,69.52984350234014
0.98,--undefined--,69.8445976386803
0.99,--undefined--,69.59142671133975
1,--undefined--,69.01703567202593
1.01,--undefined--,68.37578035354815
1.02,--undefined--,67.59681986888731
1.03,--undefined--,66.42538383970606
1.04,--undefined--,65.22077341174527
1.05,--undefined--,65.27940019751034
1.06,--undefined--,66.99914149572031
1.07,--undefined--,68.92571938124327
1.08,--undefined--,70.39074968924619
1.09,--undefined--,71.76967193184181
1.1,308.5255648671779,73.27072604765009
1.11,310.37041188133844,74.51657871577332
1.12,310.69339129640866,75.13206116281057
1.1300000000000001,308.57120376044713,75.15576609327921
1.1400000000000001,304.65166488293454,75.09334553331985
1.1500000000000001,299.6905741937647,75.6662601697708
1.16,274.63913015456944,76.84491710122995
1.17,267.96124257254274,77.65458545660935
1.18,--undefined--,77.39259273302105
1.19,--undefined--,76.02685165563668
1.2,--undefined--,74.08350721163563
1.21,--undefined--,72.3466702818415
1.22,--undefined--,71.07447574706004
1.23,--undefined--,69.95908185000315
1.24,--undefined--,68.99309115984458
1.25,--undefined--,68.39234239302822
1.26,149.54930297505084,67.96278957932908
1.27,149.04061744377915,67.13405187784836
1.28,148.66791043496687,65.43152963839144
1.29,148.35599267312602,62.648123126839366
1.3,--undefined--,58.95562976842722
1.31,--undefined--,55.211887015901326
1.32,--undefined--,52.53669602182336
1.33,--undefined--,50.940111349825294
