8.441999999999999504e-01,0.000000000000000000e+00,4.680000000000000271e-01,5.320000000000000284e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.612000000000000210e-01,0.000000000000000000e+00,9.180000000000000382e-01,8.200000000000000344e-02
7.769000000000000350e-01,1.899999999999999953e-02,8.920000000000000151e-01,8.899999999999999578e-02
7.720000000000000473e-02,0.000000000000000000e+00,9.579999999999999627e-01,4.200000000000000261e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-1.184000000000000052e-01,1.340000000000000080e-01,7.810000000000000275e-01,8.500000000000000611e-02
-9.655000000000000249e-01,4.510000000000000120e-01,5.490000000000000435e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-7.268999999999999906e-01,3.370000000000000218e-01,6.630000000000000338e-01,0.000000000000000000e+00
5.563000000000000167e-01,0.000000000000000000e+00,7.700000000000000178e-01,2.300000000000000100e-01
1.026999999999999996e-01,1.390000000000000124e-01,6.929999999999999494e-01,1.680000000000000104e-01
7.579000000000000181e-01,0.000000000000000000e+00,8.509999999999999787e-01,1.489999999999999936e-01
4.018999999999999795e-01,0.000000000000000000e+00,8.990000000000000213e-01,1.010000000000000064e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.963999999999999968e-01,0.000000000000000000e+00,7.870000000000000329e-01,2.129999999999999949e-01
2.006000000000000005e-01,0.000000000000000000e+00,7.960000000000000409e-01,2.039999999999999869e-01
7.720000000000000473e-02,0.000000000000000000e+00,9.020000000000000240e-01,9.800000000000000377e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.939000000000000057e-01,0.000000000000000000e+00,9.240000000000000435e-01,7.599999999999999811e-02
4.767000000000000126e-01,0.000000000000000000e+00,7.800000000000000266e-01,2.200000000000000011e-01
3.400000000000000244e-01,8.999999999999999667e-02,7.449999999999999956e-01,1.650000000000000078e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.550999999999999934e-01,8.899999999999999578e-02,8.409999999999999698e-01,6.900000000000000577e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.782999999999999918e-01,0.000000000000000000e+00,6.830000000000000515e-01,3.170000000000000040e-01
5.563000000000000167e-01,0.000000000000000000e+00,8.739999999999999991e-01,1.260000000000000009e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.441999999999999504e-01,0.000000000000000000e+00,8.770000000000000018e-01,1.229999999999999982e-01
-5.574000000000000066e-01,4.739999999999999769e-01,5.260000000000000231e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.096000000000000085e-01,0.000000000000000000e+00,7.890000000000000346e-01,2.109999999999999931e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-4.767000000000000126e-01,1.469999999999999918e-01,8.529999999999999805e-01,0.000000000000000000e+00
-4.767000000000000126e-01,9.600000000000000200e-02,8.679999999999999938e-01,3.599999999999999728e-02
-4.767000000000000126e-01,2.089999999999999913e-01,7.189999999999999725e-01,7.199999999999999456e-02
-6.807999999999999607e-01,1.469999999999999918e-01,8.209999999999999520e-01,3.200000000000000067e-02
6.195000000000000506e-01,7.199999999999999456e-02,8.090000000000000524e-01,1.189999999999999947e-01
-1.779000000000000026e-01,1.439999999999999891e-01,7.419999999999999929e-01,1.140000000000000041e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.731999999999999984e-01,0.000000000000000000e+00,9.090000000000000302e-01,9.099999999999999756e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
-2.959999999999999853e-01,1.549999999999999989e-01,8.449999999999999734e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.291999999999999871e-01,3.200000000000000067e-02,9.030000000000000249e-01,6.500000000000000222e-02
-2.361999999999999933e-01,4.499999999999999833e-02,9.290000000000000480e-01,2.599999999999999881e-02
-4.018999999999999795e-01,2.310000000000000109e-01,7.690000000000000169e-01,0.000000000000000000e+00
-3.817999999999999727e-01,1.199999999999999956e-01,8.800000000000000044e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.612000000000000210e-01,0.000000000000000000e+00,9.120000000000000329e-01,8.799999999999999489e-02
